src,dst,weight
190,5063,-0.415037499279
191,286,0.584962500721
191,143,-0.415037499279
192,10129,0.584962500721
192,14906,-0.415037499279
193,289,0.584962500721
193,9986,-0.415037499279
194,10132,0.584962500721
194,5066,-0.415037499279
195,292,0.584962500721
195,146,-0.415037499279
196,10135,0.584962500721
196,14909,-0.415037499279
197,295,0.584962500721
197,9989,-0.415037499279
198,10138,0.584962500721
198,5069,-0.415037499279
199,298,0.584962500721
199,149,-0.415037499279
200,10141,0.584962500721
200,14912,-0.415037499279
201,301,0.584962500721
201,9992,-0.415037499279
202,10144,0.584962500721
202,5072,-0.415037499279
203,304,0.584962500721
203,152,-0.415037499279
204,10147,0.584962500721
204,14915,-0.415037499279
205,307,0.584962500721
205,9995,-0.415037499279
206,10150,0.584962500721
206,5075,-0.415037499279
207,310,0.584962500721
207,155,-0.415037499279
208,10153,0.584962500721
208,14918,-0.415037499279
209,313,0.584962500721
209,9998,-0.415037499279
210,10156,0.584962500721
210,5078,-0.415037499279
211,316,0.584962500721
211,158,-0.415037499279
212,10159,0.584962500721
212,14921,-0.415037499279
213,319,0.584962500721
213,10001,-0.415037499279
214,10162,0.584962500721
214,5081,-0.415037499279
215,322,0.584962500721
215,161,-0.415037499279
216,10165,0.584962500721
216,14924,-0.415037499279
217,325,0.584962500721
217,10004,-0.415037499279
218,10168,0.584962500721
218,5084,-0.415037499279
219,328,0.584962500721
219,164,-0.415037499279
220,10171,0.584962500721
220,14927,-0.415037499279
221,331,0.584962500721
221,10007,-0.415037499279
222,10174,0.584962500721
222,5087,-0.415037499279
223,334,0.584962500721
223,167,-0.415037499279
224,10177,0.584962500721
224,14930,-0.415037499279
225,337,0.584962500721
225,10010,-0.415037499279
226,10180,0.584962500721
226,5090,-0.415037499279
227,340,0.584962500721
227,170,-0.415037499279
228,10183,0.584962500721
228,14933,-0.415037499279
229,343,0.584962500721
229,10013,-0.415037499279
230,10186,0.584962500721
230,5093,-0.415037499279
231,346,0.584962500721
231,173,-0.415037499279
232,10189,0.584962500721
232,14936,-0.415037499279
233,349,0.584962500721
233,10016,-0.415037499279
234,10192,0.584962500721
234,5096,-0.415037499279
235,352,0.584962500721
235,176,-0.415037499279
236,10195,0.584962500721
236,14939,-0.415037499279
237,355,0.584962500721
237,10019,-0.415037499279
238,10198,0.584962500721
238,5099,-0.415037499279
239,358,0.584962500721
239,179,-0.415037499279
240,10201,0.584962500721
240,14942,-0.415037499279
241,361,0.584962500721
241,10022,-0.415037499279
242,10204,0.584962500721
242,5102,-0.415037499279
243,364,0.584962500721
243,182,-0.415037499279
244,10207,0.584962500721
244,14945,-0.415037499279
245,367,0.584962500721
245,10025,-0.415037499279
246,10210,0.584962500721
246,5105,-0.415037499279
247,370,0.584962500721
247,185,-0.415037499279
248,10213,0.584962500721
248,14948,-0.415037499279
249,373,0.584962500721
249,10028,-0.415037499279
250,10216,0.584962500721
250,5108,-0.415037499279
251,376,0.584962500721
251,188,-0.415037499279
252,10219,0.584962500721
252,14951,-0.415037499279
253,379,0.584962500721
253,10031,-0.415037499279
254,10222,0.584962500721
254,5111,-0.415037499279
255,382,0.584962500721
255,191,-0.415037499279
256,10225,0.584962500721
256,14954,-0.415037499279
257,385,0.584962500721
257,10034,-0.415037499279
258,10228,0.584962500721
258,5114,-0.415037499279
259,388,0.584962500721
259,194,-0.415037499279
260,10231,0.584962500721
260,14957,-0.415037499279
261,391,0.584962500721
261,10037,-0.415037499279
262,10234,0.584962500721
262,5117,-0.415037499279
263,394,0.584962500721
263,197,-0.415037499279
264,10237,0.584962500721
264,14960,-0.415037499279
265,397,0.584962500721
265,10040,-0.415037499279
266,10240,0.584962500721
266,5120,-0.415037499279
267,400,0.584962500721
267,200,-0.415037499279
268,10243,0.584962500721
268,14963,-0.415037499279
269,403,0.584962500721
269,10043,-0.415037499279
270,10246,0.584962500721
270,5123,-0.415037499279
271,406,0.584962500721
271,203,-0.415037499279
272,10249,0.584962500721
272,14966,-0.415037499279
273,409,0.584962500721
273,10046,-0.415037499279
274,10252,0.584962500721
274,5126,-0.415037499279
275,412,0.584962500721
275,206,-0.415037499279
276,10255,0.584962500721
276,14969,-0.415037499279
277,415,0.584962500721
277,10049,-0.415037499279
278,10258,0.584962500721
278,5129,-0.415037499279
279,418,0.584962500721
279,209,-0.415037499279
280,10261,0.584962500721
280,14972,-0.415037499279
281,421,0.584962500721
281,10052,-0.415037499279
282,10264,0.584962500721
282,5132,-0.415037499279
283,424,0.584962500721
283,212,-0.415037499279
284,10267,0.584962500721
284,14975,-0.415037499279
285,427,0.584962500721
285,10055,-0.415037499279
286,10270,0.584962500721
286,5135,-0.415037499279
287,430,0.584962500721
287,215,-0.415037499279
288,10273,0.584962500721
288,14978,-0.415037499279
289,433,0.584962500721
289,10058,-0.415037499279
290,10276,0.584962500721
290,5138,-0.415037499279
291,436,0.584962500721
291,218,-0.415037499279
292,10279,0.584962500721
292,14981,-0.415037499279
293,439,0.584962500721
293,10061,-0.415037499279
294,10282,0.584962500721
294,5141,-0.415037499279
295,442,0.584962500721
295,221,-0.415037499279
296,10285,0.584962500721
296,14984,-0.415037499279
297,445,0.584962500721
297,10064,-0.415037499279
298,10288,0.584962500721
298,5144,-0.415037499279
299,448,0.584962500721
299,224,-0.415037499279
300,10291,0.584962500721
300,14987,-0.415037499279
301,451,0.584962500721
301,10067,-0.415037499279
302,10294,0.584962500721
302,5147,-0.415037499279
303,454,0.584962500721
303,227,-0.415037499279
304,10297,0.584962500721
304,14990,-0.415037499279
305,457,0.584962500721
305,10070,-0.415037499279
306,10300,0.584962500721
306,5150,-0.415037499279
307,460,0.584962500721
307,230,-0.415037499279
308,10303,0.584962500721
308,14993,-0.415037499279
309,463,0.584962500721
309,10073,-0.415037499279
310,10306,0.584962500721
310,5153,-0.415037499279
311,466,0.584962500721
311,233,-0.415037499279
312,10309,0.584962500721
312,14996,-0.415037499279
313,469,0.584962500721
313,10076,-0.415037499279
314,10312,0.584962500721
314,5156,-0.415037499279
315,472,0.584962500721
315,236,-0.415037499279
316,10315,0.584962500721
316,14999,-0.415037499279
317,475,0.584962500721
317,10079,-0.415037499279
318,10318,0.584962500721
318,5159,-0.415037499279
319,478,0.584962500721
319,239,-0.415037499279
320,10321,0.584962500721
320,15002,-0.415037499279
321,481,0.584962500721
321,10082,-0.415037499279
322,10324,0.584962500721
322,5162,-0.415037499279
323,484,0.584962500721
323,242,-0.415037499279
324,10327,0.584962500721
324,15005,-0.415037499279
325,487,0.584962500721
325,10085,-0.415037499279
326,10330,0.584962500721
326,5165,-0.415037499279
327,490,0.584962500721
327,245,-0.415037499279
328,10333,0.584962500721
328,15008,-0.415037499279
329,493,0.584962500721
329,10088,-0.415037499279
330,10336,0.584962500721
330,5168,-0.415037499279
331,496,0.584962500721
331,248,-0.415037499279
332,10339,0.584962500721
332,15011,-0.415037499279
333,499,0.584962500721
333,10091,-0.415037499279
334,10342,0.584962500721
334,5171,-0.415037499279
335,502,0.584962500721
335,251,-0.415037499279
336,10345,0.584962500721
336,15014,-0.415037499279
337,505,0.584962500721
337,10094,-0.415037499279
338,10348,0.584962500721
338,5174,-0.415037499279
339,508,0.584962500721
339,254,-0.415037499279
340,10351,0.584962500721
340,15017,-0.415037499279
341,511,0.584962500721
341,10097,-0.415037499279
342,10354,0.584962500721
342,5177,-0.415037499279
343,514,0.584962500721
343,257,-0.415037499279
344,10357,0.584962500721
344,15020,-0.415037499279
345,517,0.584962500721
345,10100,-0.415037499279
346,10360,0.584962500721
346,5180,-0.415037499279
347,520,0.584962500721
347,260,-0.415037499279
348,10363,0.584962500721
348,15023,-0.415037499279
349,523,0.584962500721
349,10103,-0.415037499279
350,10366,0.584962500721
350,5183,-0.415037499279
351,526,0.584962500721
351,263,-0.415037499279
352,10369,0.584962500721
352,15026,-0.415037499279
353,529,0.584962500721
353,10106,-0.415037499279
354,10372,0.584962500721
354,5186,-0.415037499279
355,532,0.584962500721
355,266,-0.415037499279
356,10375,0.584962500721
356,15029,-0.415037499279
357,535,0.584962500721
357,10109,-0.415037499279
358,10378,0.584962500721
358,5189,-0.415037499279
359,538,0.584962500721
359,269,-0.415037499279
360,10381,0.584962500721
360,15032,-0.415037499279
361,541,0.584962500721
361,10112,-0.415037499279
362,10384,0.584962500721
362,5192,-0.415037499279
363,544,0.584962500721
363,272,-0.415037499279
364,10387,0.584962500721
364,15035,-0.415037499279
365,547,0.584962500721
365,10115,-0.415037499279
366,10390,0.584962500721
366,5195,-0.415037499279
367,550,0.584962500721
367,275,-0.415037499279
368,10393,0.584962500721
368,15038,-0.415037499279
369,553,0.584962500721
369,10118,-0.415037499279
370,10396,0.584962500721
370,5198,-0.415037499279
371,556,0.584962500721
371,278,-0.415037499279
372,10399,0.584962500721
372,15041,-0.415037499279
373,559,0.584962500721
373,10121,-0.415037499279
374,10402,0.584962500721
374,5201,-0.415037499279
375,562,0.584962500721
375,281,-0.415037499279
376,10405,0.584962500721
376,15044,-0.415037499279
377,565,0.584962500721
377,10124,-0.415037499279
378,10408,0.584962500721
378,5204,-0.415037499279
379,568,0.584962500721
379,284,-0.415037499279
380,10411,0.584962500721
380,15047,-0.415037499279
381,571,0.584962500721
381,10127,-0.415037499279
382,10414,0.584962500721
382,5207,-0.415037499279
383,574,0.584962500721
383,287,-0.415037499279
384,10417,0.584962500721
384,15050,-0.415037499279
385,577,0.584962500721
385,10130,-0.415037499279
386,10420,0.584962500721
386,5210,-0.415037499279
387,580,0.584962500721
387,290,-0.415037499279
388,10423,0.584962500721
388,15053,-0.415037499279
389,583,0.584962500721
389,10133,-0.415037499279
390,10426,0.584962500721
390,5213,-0.415037499279
391,586,0.584962500721
391,293,-0.415037499279
392,10429,0.584962500721
392,15056,-0.415037499279
393,589,0.584962500721
393,10136,-0.415037499279
394,10432,0.584962500721
394,5216,-0.415037499279
395,592,0.584962500721
395,296,-0.415037499279
396,10435,0.584962500721
396,15059,-0.415037499279
397,595,0.584962500721
397,10139,-0.415037499279
398,10438,0.584962500721
398,5219,-0.415037499279
399,598,0.584962500721
399,299,-0.415037499279
400,10441,0.584962500721
400,15062,-0.415037499279
401,601,0.584962500721
401,10142,-0.415037499279
402,10444,0.584962500721
402,5222,-0.415037499279
403,604,0.584962500721
403,302,-0.415037499279
404,10447,0.584962500721
404,15065,-0.415037499279
405,607,0.584962500721
405,10145,-0.415037499279
406,10450,0.584962500721
406,5225,-0.415037499279
407,610,0.584962500721
407,305,-0.415037499279
408,10453,0.584962500721
408,15068,-0.415037499279
409,613,0.584962500721
409,10148,-0.415037499279
410,10456,0.584962500721
410,5228,-0.415037499279
411,616,0.584962500721
411,308,-0.415037499279
412,10459,0.584962500721
412,15071,-0.415037499279
413,619,0.584962500721
413,10151,-0.415037499279
414,10462,0.584962500721
414,5231,-0.415037499279
415,622,0.584962500721
415,311,-0.415037499279
416,10465,0.584962500721
416,15074,-0.415037499279
417,625,0.584962500721
417,10154,-0.415037499279
418,10468,0.584962500721
418,5234,-0.415037499279
419,628,0.584962500721
419,314,-0.415037499279
420,10471,0.584962500721
420,15077,-0.415037499279
421,631,0.584962500721
421,10157,-0.415037499279
422,10474,0.584962500721
422,5237,-0.415037499279
423,634,0.584962500721
423,317,-0.415037499279
424,10477,0.584962500721
424,15080,-0.415037499279
425,637,0.584962500721
425,10160,-0.415037499279
426,10480,0.584962500721
426,5240,-0.415037499279
427,640,0.584962500721
427,320,-0.415037499279
428,10483,0.584962500721
428,15083,-0.415037499279
429,643,0.584962500721
429,10163,-0.415037499279
430,10486,0.584962500721
430,5243,-0.415037499279
431,646,0.584962500721
431,323,-0.415037499279
432,10489,0.584962500721
432,15086,-0.415037499279
433,649,0.584962500721
433,10166,-0.415037499279
434,10492,0.584962500721
434,5246,-0.415037499279
435,652,0.584962500721
435,326,-0.415037499279
436,10495,0.584962500721
436,15089,-0.415037499279
437,655,0.584962500721
437,10169,-0.415037499279
438,10498,0.584962500721
438,5249,-0.415037499279
439,658,0.584962500721
439,329,-0.415037499279
440,10501,0.584962500721
440,15092,-0.415037499279
441,661,0.584962500721
441,10172,-0.415037499279
442,10504,0.584962500721
442,5252,-0.415037499279
443,664,0.584962500721
443,332,-0.415037499279
444,10507,0.584962500721
444,15095,-0.415037499279
445,667,0.584962500721
445,10175,-0.415037499279
446,10510,0.584962500721
446,5255,-0.415037499279
447,670,0.584962500721
447,335,-0.415037499279
448,10513,0.584962500721
448,15098,-0.415037499279
449,673,0.584962500721
449,10178,-0.415037499279
450,10516,0.584962500721
450,5258,-0.415037499279
451,676,0.584962500721
451,338,-0.415037499279
452,10519,0.584962500721
452,15101,-0.415037499279
453,679,0.584962500721
453,10181,-0.415037499279
454,10522,0.584962500721
454,5261,-0.415037499279
455,682,0.584962500721
455,341,-0.415037499279
456,10525,0.584962500721
456,15104,-0.415037499279
457,685,0.584962500721
457,10184,-0.415037499279
458,10528,0.584962500721
458,5264,-0.415037499279
459,688,0.584962500721
459,344,-0.415037499279
460,10531,0.584962500721
460,15107,-0.415037499279
461,691,0.584962500721
461,10187,-0.415037499279
462,10534,0.584962500721
462,5267,-0.415037499279
463,694,0.584962500721
463,347,-0.415037499279
464,10537,0.584962500721
464,15110,-0.415037499279
465,697,0.584962500721
465,10190,-0.415037499279
466,10540,0.584962500721
466,5270,-0.415037499279
467,700,0.584962500721
467,350,-0.415037499279
468,10543,0.584962500721
468,15113,-0.415037499279
469,703,0.584962500721
469,10193,-0.415037499279
470,10546,0.584962500721
470,5273,-0.415037499279
471,706,0.584962500721
471,353,-0.415037499279
472,10549,0.584962500721
472,15116,-0.415037499279
473,709,0.584962500721
473,10196,-0.415037499279
474,10552,0.584962500721
474,5276,-0.415037499279
475,712,0.584962500721
475,356,-0.415037499279
476,10555,0.584962500721
476,15119,-0.415037499279
477,715,0.584962500721
477,10199,-0.415037499279
478,10558,0.584962500721
478,5279,-0.415037499279
479,718,0.584962500721
479,359,-0.415037499279
480,10561,0.584962500721
480,15122,-0.415037499279
481,721,0.584962500721
481,10202,-0.415037499279
482,10564,0.584962500721
482,5282,-0.415037499279
483,724,0.584962500721
483,362,-0.415037499279
484,10567,0.584962500721
484,15125,-0.415037499279
485,727,0.584962500721
485,10205,-0.415037499279
486,10570,0.584962500721
486,5285,-0.415037499279
487,730,0.584962500721
487,365,-0.415037499279
488,10573,0.584962500721
488,15128,-0.415037499279
489,733,0.584962500721
489,10208,-0.415037499279
490,10576,0.584962500721
490,5288,-0.415037499279
491,736,0.584962500721
491,368,-0.415037499279
492,10579,0.584962500721
492,15131,-0.415037499279
493,739,0.584962500721
493,10211,-0.415037499279
494,10582,0.584962500721
494,5291,-0.415037499279
495,742,0.584962500721
495,371,-0.415037499279
496,10585,0.584962500721
496,15134,-0.415037499279
497,745,0.584962500721
497,10214,-0.415037499279
498,10588,0.584962500721
498,5294,-0.415037499279
499,748,0.584962500721
499,374,-0.415037499279
500,10591,0.584962500721
500,15137,-0.415037499279
501,751,0.584962500721
501,10217,-0.415037499279
502,10594,0.584962500721
502,5297,-0.415037499279
503,754,0.584962500721
503,377,-0.415037499279
504,10597,0.584962500721
504,15140,-0.415037499279
505,757,0.584962500721
505,10220,-0.415037499279
506,10600,0.584962500721
506,5300,-0.415037499279
507,760,0.584962500721
507,380,-0.415037499279
508,10603,0.584962500721
508,15143,-0.415037499279
509,763,0.584962500721
509,10223,-0.415037499279
510,10606,0.584962500721
510,5303,-0.415037499279
511,766,0.584962500721
511,383,-0.415037499279
512,10609,0.584962500721
512,15146,-0.415037499279
513,769,0.584962500721
513,10226,-0.415037499279
514,10612,0.584962500721
514,5306,-0.415037499279
515,772,0.584962500721
515,386,-0.415037499279
516,10615,0.584962500721
516,15149,-0.415037499279
517,775,0.584962500721
517,10229,-0.415037499279
518,10618,0.584962500721
518,5309,-0.415037499279
519,778,0.584962500721
519,389,-0.415037499279
520,10621,0.584962500721
520,15152,-0.415037499279
521,781,0.584962500721
521,10232,-0.415037499279
522,10624,0.584962500721
522,5312,-0.415037499279
523,784,0.584962500721
523,392,-0.415037499279
524,10627,0.584962500721
524,15155,-0.415037499279
525,787,0.584962500721
525,10235,-0.415037499279
526,10630,0.584962500721
526,5315,-0.415037499279
527,790,0.584962500721
527,395,-0.415037499279
528,10633,0.584962500721
528,15158,-0.415037499279
529,793,0.584962500721
529,10238,-0.415037499279
530,10636,0.584962500721
530,5318,-0.415037499279
531,796,0.584962500721
531,398,-0.415037499279
532,10639,0.584962500721
532,15161,-0.415037499279
533,799,0.584962500721
533,10241,-0.415037499279
534,10642,0.584962500721
534,5321,-0.415037499279
535,802,0.584962500721
535,401,-0.415037499279
536,10645,0.584962500721
536,15164,-0.415037499279
537,805,0.584962500721
537,10244,-0.415037499279
538,10648,0.584962500721
538,5324,-0.415037499279
539,808,0.584962500721
539,404,-0.415037499279
540,10651,0.584962500721
540,15167,-0.415037499279
541,811,0.584962500721
541,10247,-0.415037499279
542,10654,0.584962500721
542,5327,-0.415037499279
543,814,0.584962500721
543,407,-0.415037499279
544,10657,0.584962500721
544,15170,-0.415037499279
545,817,0.584962500721
545,10250,-0.415037499279
546,10660,0.584962500721
546,5330,-0.415037499279
547,820,0.584962500721
547,410,-0.415037499279
548,10663,0.584962500721
548,15173,-0.415037499279
549,823,0.584962500721
549,10253,-0.415037499279
550,10666,0.584962500721
550,5333,-0.415037499279
551,826,0.584962500721
551,413,-0.415037499279
552,10669,0.584962500721
552,15176,-0.415037499279
553,829,0.584962500721
553,10256,-0.415037499279
554,10672,0.584962500721
554,5336,-0.415037499279
555,832,0.584962500721
555,416,-0.415037499279
556,10675,0.584962500721
556,15179,-0.415037499279
557,835,0.584962500721
557,10259,-0.415037499279
558,10678,0.584962500721
558,5339,-0.415037499279
559,838,0.584962500721
559,419,-0.415037499279
560,10681,0.584962500721
560,15182,-0.415037499279
561,841,0.584962500721
561,10262,-0.415037499279
562,10684,0.584962500721
562,5342,-0.415037499279
563,844,0.584962500721
563,422,-0.415037499279
564,10687,0.584962500721
564,15185,-0.415037499279
565,847,0.584962500721
565,10265,-0.415037499279
566,10690,0.584962500721
566,5345,-0.415037499279
567,850,0.584962500721
567,425,-0.415037499279
568,10693,0.584962500721
568,15188,-0.415037499279
569,853,0.584962500721
569,10268,-0.415037499279
570,10696,0.584962500721
570,5348,-0.415037499279
571,856,0.584962500721
571,428,-0.415037499279
572,10699,0.584962500721
572,15191,-0.415037499279
573,859,0.584962500721
573,10271,-0.415037499279
574,10702,0.584962500721
574,5351,-0.415037499279
575,862,0.584962500721
575,431,-0.415037499279
