src,dst,weight,k
176,14894,-0.415037499279,2
177,265,0.584962500721,1
177,9974,-0.415037499279,2
178,10108,0.584962500721,1
178,5054,-0.415037499279,2
179,268,0.584962500721,1
179,134,-0.415037499279,2
180,10111,0.584962500721,1
180,14897,-0.415037499279,2
181,271,0.584962500721,1
181,9977,-0.415037499279,2
182,10114,0.584962500721,1
182,5057,-0.415037499279,2
183,274,0.584962500721,1
183,137,-0.415037499279,2
184,10117,0.584962500721,1
184,14900,-0.415037499279,2
185,277,0.584962500721,1
185,9980,-0.415037499279,2
186,10120,0.584962500721,1
186,5060,-0.415037499279,2
187,280,0.584962500721,1
187,140,-0.415037499279,2
188,10123,0.584962500721,1
188,14903,-0.415037499279,2
189,283,0.584962500721,1
189,9983,-0.415037499279,2
190,10126,0.584962500721,1
190,5063,-0.415037499279,2
191,286,0.584962500721,1
191,143,-0.415037499279,2
192,10129,0.584962500721,1
192,14906,-0.415037499279,2
193,289,0.584962500721,1
193,9986,-0.415037499279,2
194,10132,0.584962500721,1
194,5066,-0.415037499279,2
195,292,0.584962500721,1
195,146,-0.415037499279,2
196,10135,0.584962500721,1
196,14909,-0.415037499279,2
197,295,0.584962500721,1
197,9989,-0.415037499279,2
198,10138,0.584962500721,1
198,5069,-0.415037499279,2
199,298,0.584962500721,1
199,149,-0.415037499279,2
200,10141,0.584962500721,1
200,14912,-0.415037499279,2
201,301,0.584962500721,1
201,9992,-0.415037499279,2
202,10144,0.584962500721,1
202,5072,-0.415037499279,2
203,304,0.584962500721,1
203,152,-0.415037499279,2
204,10147,0.584962500721,1
204,14915,-0.415037499279,2
205,307,0.584962500721,1
205,9995,-0.415037499279,2
206,10150,0.584962500721,1
206,5075,-0.415037499279,2
207,310,0.584962500721,1
207,155,-0.415037499279,2
208,10153,0.584962500721,1
208,14918,-0.415037499279,2
209,313,0.584962500721,1
209,9998,-0.415037499279,2
210,10156,0.584962500721,1
210,5078,-0.415037499279,2
211,316,0.584962500721,1
211,158,-0.415037499279,2
212,10159,0.584962500721,1
212,14921,-0.415037499279,2
213,319,0.584962500721,1
213,10001,-0.415037499279,2
214,10162,0.584962500721,1
214,5081,-0.415037499279,2
215,322,0.584962500721,1
215,161,-0.415037499279,2
216,10165,0.584962500721,1
216,14924,-0.415037499279,2
217,325,0.584962500721,1
217,10004,-0.415037499279,2
218,10168,0.584962500721,1
218,5084,-0.415037499279,2
219,328,0.584962500721,1
219,164,-0.415037499279,2
220,10171,0.584962500721,1
220,14927,-0.415037499279,2
221,331,0.584962500721,1
221,10007,-0.415037499279,2
222,10174,0.584962500721,1
222,5087,-0.415037499279,2
223,334,0.584962500721,1
223,167,-0.415037499279,2
224,10177,0.584962500721,1
224,14930,-0.415037499279,2
225,337,0.584962500721,1
225,10010,-0.415037499279,2
226,10180,0.584962500721,1
226,5090,-0.415037499279,2
227,340,0.584962500721,1
227,170,-0.415037499279,2
228,10183,0.584962500721,1
228,14933,-0.415037499279,2
229,343,0.584962500721,1
229,10013,-0.415037499279,2
230,10186,0.584962500721,1
230,5093,-0.415037499279,2
231,346,0.584962500721,1
231,173,-0.415037499279,2
232,10189,0.584962500721,1
232,14936,-0.415037499279,2
233,349,0.584962500721,1
233,10016,-0.415037499279,2
234,10192,0.584962500721,1
234,5096,-0.415037499279,2
235,352,0.584962500721,1
235,176,-0.415037499279,2
236,10195,0.584962500721,1
236,14939,-0.415037499279,2
237,355,0.584962500721,1
237,10019,-0.415037499279,2
238,10198,0.584962500721,1
238,5099,-0.415037499279,2
239,358,0.584962500721,1
239,179,-0.415037499279,2
240,10201,0.584962500721,1
240,14942,-0.415037499279,2
241,361,0.584962500721,1
241,10022,-0.415037499279,2
242,10204,0.584962500721,1
242,5102,-0.415037499279,2
243,364,0.584962500721,1
243,182,-0.415037499279,2
244,10207,0.584962500721,1
244,14945,-0.415037499279,2
245,367,0.584962500721,1
245,10025,-0.415037499279,2
246,10210,0.584962500721,1
246,5105,-0.415037499279,2
247,370,0.584962500721,1
247,185,-0.415037499279,2
248,10213,0.584962500721,1
248,14948,-0.415037499279,2
249,373,0.584962500721,1
249,10028,-0.415037499279,2
250,10216,0.584962500721,1
250,5108,-0.415037499279,2
251,376,0.584962500721,1
251,188,-0.415037499279,2
252,10219,0.584962500721,1
252,14951,-0.415037499279,2
253,379,0.584962500721,1
253,10031,-0.415037499279,2
254,10222,0.584962500721,1
254,5111,-0.415037499279,2
255,382,0.584962500721,1
255,191,-0.415037499279,2
256,10225,0.584962500721,1
256,14954,-0.415037499279,2
257,385,0.584962500721,1
257,10034,-0.415037499279,2
258,10228,0.584962500721,1
258,5114,-0.415037499279,2
259,388,0.584962500721,1
259,194,-0.415037499279,2
260,10231,0.584962500721,1
260,14957,-0.415037499279,2
261,391,0.584962500721,1
261,10037,-0.415037499279,2
262,10234,0.584962500721,1
262,5117,-0.415037499279,2
263,394,0.584962500721,1
263,197,-0.415037499279,2
264,10237,0.584962500721,1
264,14960,-0.415037499279,2
265,397,0.584962500721,1
265,10040,-0.415037499279,2
266,10240,0.584962500721,1
266,5120,-0.415037499279,2
267,400,0.584962500721,1
267,200,-0.415037499279,2
268,10243,0.584962500721,1
268,14963,-0.415037499279,2
269,403,0.584962500721,1
269,10043,-0.415037499279,2
270,10246,0.584962500721,1
270,5123,-0.415037499279,2
271,406,0.584962500721,1
271,203,-0.415037499279,2
272,10249,0.584962500721,1
272,14966,-0.415037499279,2
273,409,0.584962500721,1
273,10046,-0.415037499279,2
274,10252,0.584962500721,1
274,5126,-0.415037499279,2
275,412,0.584962500721,1
275,206,-0.415037499279,2
276,10255,0.584962500721,1
276,14969,-0.415037499279,2
277,415,0.584962500721,1
277,10049,-0.415037499279,2
278,10258,0.584962500721,1
278,5129,-0.415037499279,2
279,418,0.584962500721,1
279,209,-0.415037499279,2
280,10261,0.584962500721,1
280,14972,-0.415037499279,2
281,421,0.584962500721,1
281,10052,-0.415037499279,2
282,10264,0.584962500721,1
282,5132,-0.415037499279,2
283,424,0.584962500721,1
283,212,-0.415037499279,2
284,10267,0.584962500721,1
284,14975,-0.415037499279,2
285,427,0.584962500721,1
285,10055,-0.415037499279,2
286,10270,0.584962500721,1
286,5135,-0.415037499279,2
287,430,0.584962500721,1
287,215,-0.415037499279,2
288,10273,0.584962500721,1
288,14978,-0.415037499279,2
289,433,0.584962500721,1
289,10058,-0.415037499279,2
290,10276,0.584962500721,1
290,5138,-0.415037499279,2
291,436,0.584962500721,1
291,218,-0.415037499279,2
292,10279,0.584962500721,1
292,14981,-0.415037499279,2
293,439,0.584962500721,1
293,10061,-0.415037499279,2
294,10282,0.584962500721,1
294,5141,-0.415037499279,2
295,442,0.584962500721,1
295,221,-0.415037499279,2
296,10285,0.584962500721,1
296,14984,-0.415037499279,2
297,445,0.584962500721,1
297,10064,-0.415037499279,2
298,10288,0.584962500721,1
298,5144,-0.415037499279,2
299,448,0.584962500721,1
299,224,-0.415037499279,2
300,10291,0.584962500721,1
300,14987,-0.415037499279,2
301,451,0.584962500721,1
301,10067,-0.415037499279,2
302,10294,0.584962500721,1
302,5147,-0.415037499279,2
303,454,0.584962500721,1
303,227,-0.415037499279,2
304,10297,0.584962500721,1
304,14990,-0.415037499279,2
305,457,0.584962500721,1
305,10070,-0.415037499279,2
306,10300,0.584962500721,1
306,5150,-0.415037499279,2
307,460,0.584962500721,1
307,230,-0.415037499279,2
308,10303,0.584962500721,1
308,14993,-0.415037499279,2
309,463,0.584962500721,1
309,10073,-0.415037499279,2
310,10306,0.584962500721,1
310,5153,-0.415037499279,2
311,466,0.584962500721,1
311,233,-0.415037499279,2
312,10309,0.584962500721,1
312,14996,-0.415037499279,2
313,469,0.584962500721,1
313,10076,-0.415037499279,2
314,10312,0.584962500721,1
314,5156,-0.415037499279,2
315,472,0.584962500721,1
315,236,-0.415037499279,2
316,10315,0.584962500721,1
316,14999,-0.415037499279,2
317,475,0.584962500721,1
317,10079,-0.415037499279,2
318,10318,0.584962500721,1
318,5159,-0.415037499279,2
319,478,0.584962500721,1
319,239,-0.415037499279,2
320,10321,0.584962500721,1
320,15002,-0.415037499279,2
321,481,0.584962500721,1
321,10082,-0.415037499279,2
322,10324,0.584962500721,1
322,5162,-0.415037499279,2
323,484,0.584962500721,1
323,242,-0.415037499279,2
324,10327,0.584962500721,1
324,15005,-0.415037499279,2
325,487,0.584962500721,1
325,10085,-0.415037499279,2
326,10330,0.584962500721,1
326,5165,-0.415037499279,2
327,490,0.584962500721,1
327,245,-0.415037499279,2
328,10333,0.584962500721,1
328,15008,-0.415037499279,2
329,493,0.584962500721,1
329,10088,-0.415037499279,2
330,10336,0.584962500721,1
330,5168,-0.415037499279,2
331,496,0.584962500721,1
331,248,-0.415037499279,2
332,10339,0.584962500721,1
332,15011,-0.415037499279,2
333,499,0.584962500721,1
333,10091,-0.415037499279,2
334,10342,0.584962500721,1
334,5171,-0.415037499279,2
335,502,0.584962500721,1
335,251,-0.415037499279,2
336,10345,0.584962500721,1
336,15014,-0.415037499279,2
337,505,0.584962500721,1
337,10094,-0.415037499279,2
338,10348,0.584962500721,1
338,5174,-0.415037499279,2
339,508,0.584962500721,1
339,254,-0.415037499279,2
340,10351,0.584962500721,1
340,15017,-0.415037499279,2
341,511,0.584962500721,1
341,10097,-0.415037499279,2
342,10354,0.584962500721,1
342,5177,-0.415037499279,2
343,514,0.584962500721,1
343,257,-0.415037499279,2
344,10357,0.584962500721,1
344,15020,-0.415037499279,2
345,517,0.584962500721,1
345,10100,-0.415037499279,2
346,10360,0.584962500721,1
346,5180,-0.415037499279,2
347,520,0.584962500721,1
347,260,-0.415037499279,2
348,10363,0.584962500721,1
348,15023,-0.415037499279,2
349,523,0.584962500721,1
349,10103,-0.415037499279,2
350,10366,0.584962500721,1
350,5183,-0.415037499279,2
351,526,0.584962500721,1
351,263,-0.415037499279,2
352,10369,0.584962500721,1
352,15026,-0.415037499279,2
353,529,0.584962500721,1
353,10106,-0.415037499279,2
354,10372,0.584962500721,1
354,5186,-0.415037499279,2
355,532,0.584962500721,1
355,266,-0.415037499279,2
356,10375,0.584962500721,1
356,15029,-0.415037499279,2
357,535,0.584962500721,1
357,10109,-0.415037499279,2
358,10378,0.584962500721,1
358,5189,-0.415037499279,2
359,538,0.584962500721,1
359,269,-0.415037499279,2
360,10381,0.584962500721,1
360,15032,-0.415037499279,2
361,541,0.584962500721,1
361,10112,-0.415037499279,2
362,10384,0.584962500721,1
362,5192,-0.415037499279,2
363,544,0.584962500721,1
363,272,-0.415037499279,2
364,10387,0.584962500721,1
364,15035,-0.415037499279,2
365,547,0.584962500721,1
365,10115,-0.415037499279,2
366,10390,0.584962500721,1
366,5195,-0.415037499279,2
367,550,0.584962500721,1
367,275,-0.415037499279,2
368,10393,0.584962500721,1
368,15038,-0.415037499279,2
369,553,0.584962500721,1
369,10118,-0.415037499279,2
370,10396,0.584962500721,1
370,5198,-0.415037499279,2
371,556,0.584962500721,1
371,278,-0.415037499279,2
372,10399,0.584962500721,1
372,15041,-0.415037499279,2
373,559,0.584962500721,1
373,10121,-0.415037499279,2
374,10402,0.584962500721,1
374,5201,-0.415037499279,2
375,562,0.584962500721,1
375,281,-0.415037499279,2
376,10405,0.584962500721,1
376,15044,-0.415037499279,2
377,565,0.584962500721,1
377,10124,-0.415037499279,2
378,10408,0.584962500721,1
378,5204,-0.415037499279,2
379,568,0.584962500721,1
379,284,-0.415037499279,2
380,10411,0.584962500721,1
380,15047,-0.415037499279,2
381,571,0.584962500721,1
381,10127,-0.415037499279,2
382,10414,0.584962500721,1
382,5207,-0.415037499279,2
383,574,0.584962500721,1
383,287,-0.415037499279,2
384,10417,0.584962500721,1
384,15050,-0.415037499279,2
385,577,0.584962500721,1
385,10130,-0.415037499279,2
386,10420,0.584962500721,1
386,5210,-0.415037499279,2
387,580,0.584962500721,1
387,290,-0.415037499279,2
388,10423,0.584962500721,1
388,15053,-0.415037499279,2
389,583,0.584962500721,1
389,10133,-0.415037499279,2
390,10426,0.584962500721,1
390,5213,-0.415037499279,2
391,586,0.584962500721,1
391,293,-0.415037499279,2
392,10429,0.584962500721,1
392,15056,-0.415037499279,2
393,589,0.584962500721,1
393,10136,-0.415037499279,2
394,10432,0.584962500721,1
394,5216,-0.415037499279,2
395,592,0.584962500721,1
395,296,-0.415037499279,2
396,10435,0.584962500721,1
396,15059,-0.415037499279,2
397,595,0.584962500721,1
397,10139,-0.415037499279,2
398,10438,0.584962500721,1
398,5219,-0.415037499279,2
399,598,0.584962500721,1
399,299,-0.415037499279,2
400,10441,0.584962500721,1
400,15062,-0.415037499279,2
401,601,0.584962500721,1
401,10142,-0.415037499279,2
402,10444,0.584962500721,1
402,5222,-0.415037499279,2
403,604,0.584962500721,1
403,302,-0.415037499279,2
404,10447,0.584962500721,1
404,15065,-0.415037499279,2
405,607,0.584962500721,1
405,10145,-0.415037499279,2
406,10450,0.584962500721,1
406,5225,-0.415037499279,2
407,610,0.584962500721,1
407,305,-0.415037499279,2
408,10453,0.584962500721,1
408,15068,-0.415037499279,2
409,613,0.584962500721,1
409,10148,-0.415037499279,2
410,10456,0.584962500721,1
410,5228,-0.415037499279,2
411,616,0.584962500721,1
411,308,-0.415037499279,2
412,10459,0.584962500721,1
412,15071,-0.415037499279,2
413,619,0.584962500721,1
413,10151,-0.415037499279,2
414,10462,0.584962500721,1
414,5231,-0.415037499279,2
415,622,0.584962500721,1
415,311,-0.415037499279,2
416,10465,0.584962500721,1
416,15074,-0.415037499279,2
417,625,0.584962500721,1
417,10154,-0.415037499279,2
418,10468,0.584962500721,1
418,5234,-0.415037499279,2
419,628,0.584962500721,1
419,314,-0.415037499279,2
420,10471,0.584962500721,1
420,15077,-0.415037499279,2
421,631,0.584962500721,1
421,10157,-0.415037499279,2
422,10474,0.584962500721,1
422,5237,-0.415037499279,2
423,634,0.584962500721,1
423,317,-0.415037499279,2
424,10477,0.584962500721,1
424,15080,-0.415037499279,2
425,637,0.584962500721,1
425,10160,-0.415037499279,2
426,10480,0.584962500721,1
426,5240,-0.415037499279,2
427,640,0.584962500721,1
427,320,-0.415037499279,2
428,10483,0.584962500721,1
428,15083,-0.415037499279,2
429,643,0.584962500721,1
429,10163,-0.415037499279,2
430,10486,0.584962500721,1
430,5243,-0.415037499279,2
431,646,0.584962500721,1
431,323,-0.415037499279,2
432,10489,0.584962500721,1
432,15086,-0.415037499279,2
433,649,0.584962500721,1
433,10166,-0.415037499279,2
434,10492,0.584962500721,1
434,5246,-0.415037499279,2
435,652,0.584962500721,1
435,326,-0.415037499279,2
436,10495,0.584962500721,1
436,15089,-0.415037499279,2
437,655,0.584962500721,1
437,10169,-0.415037499279,2
438,10498,0.584962500721,1
438,5249,-0.415037499279,2
439,658,0.584962500721,1
439,329,-0.415037499279,2
440,10501,0.584962500721,1
440,15092,-0.415037499279,2
441,661,0.584962500721,1
441,10172,-0.415037499279,2
442,10504,0.584962500721,1
442,5252,-0.415037499279,2
443,664,0.584962500721,1
443,332,-0.415037499279,2
444,10507,0.584962500721,1
444,15095,-0.415037499279,2
445,667,0.584962500721,1
445,10175,-0.415037499279,2
446,10510,0.584962500721,1
446,5255,-0.415037499279,2
447,670,0.584962500721,1
447,335,-0.415037499279,2
448,10513,0.584962500721,1
448,15098,-0.415037499279,2
449,673,0.584962500721,1
449,10178,-0.415037499279,2
450,10516,0.584962500721,1
450,5258,-0.415037499279,2
451,676,0.584962500721,1
451,338,-0.415037499279,2
452,10519,0.584962500721,1
452,15101,-0.415037499279,2
453,679,0.584962500721,1
453,10181,-0.415037499279,2
454,10522,0.584962500721,1
454,5261,-0.415037499279,2
455,682,0.584962500721,1
455,341,-0.415037499279,2
456,10525,0.584962500721,1
456,15104,-0.415037499279,2
457,685,0.584962500721,1
457,10184,-0.415037499279,2
458,10528,0.584962500721,1
458,5264,-0.415037499279,2
459,688,0.584962500721,1
459,344,-0.415037499279,2
460,10531,0.584962500721,1
460,15107,-0.415037499279,2
461,691,0.584962500721,1
461,10187,-0.415037499279,2
462,10534,0.584962500721,1
462,5267,-0.415037499279,2
463,694,0.584962500721,1
463,347,-0.415037499279,2
464,10537,0.584962500721,1
464,15110,-0.415037499279,2
465,697,0.584962500721,1
465,10190,-0.415037499279,2
466,10540,0.584962500721,1
466,5270,-0.415037499279,2
467,700,0.584962500721,1
467,350,-0.415037499279,2
468,10543,0.584962500721,1
468,15113,-0.415037499279,2
469,703,0.584962500721,1
469,10193,-0.415037499279,2
470,10546,0.584962500721,1
470,5273,-0.415037499279,2
471,706,0.584962500721,1
471,353,-0.415037499279,2
472,10549,0.584962500721,1
472,15116,-0.415037499279,2
473,709,0.584962500721,1
473,10196,-0.415037499279,2
474,10552,0.584962500721,1
474,5276,-0.415037499279,2
475,712,0.584962500721,1
475,356,-0.415037499279,2
476,10555,0.584962500721,1
476,15119,-0.415037499279,2
477,715,0.584962500721,1
477,10199,-0.415037499279,2
478,10558,0.584962500721,1
478,5279,-0.415037499279,2
479,718,0.584962500721,1
479,359,-0.415037499279,2
480,10561,0.584962500721,1
480,15122,-0.415037499279,2
481,721,0.584962500721,1
481,10202,-0.415037499279,2
482,10564,0.584962500721,1
482,5282,-0.415037499279,2
483,724,0.584962500721,1
483,362,-0.415037499279,2
484,10567,0.584962500721,1
484,15125,-0.415037499279,2
485,727,0.584962500721,1
485,10205,-0.415037499279,2
486,10570,0.584962500721,1
486,5285,-0.415037499279,2
487,730,0.584962500721,1
487,365,-0.415037499279,2
488,10573,0.584962500721,1
488,15128,-0.415037499279,2
489,733,0.584962500721,1
489,10208,-0.415037499279,2
490,10576,0.584962500721,1
490,5288,-0.415037499279,2
491,736,0.584962500721,1
491,368,-0.415037499279,2
492,10579,0.584962500721,1
492,15131,-0.415037499279,2
493,739,0.584962500721,1
493,10211,-0.415037499279,2
