node,h
524,-0.001522993154
525,-0.001009758394
526,-0.000617101641
527,-0.001892658972
528,-0.000711582201
529,-0.000572649191
530,-0.000547997662
531,-0.001716704202
532,-0.000694099055
533,-0.000487003444
534,-0.000716799005
535,-0.001098342540
536,-0.000564159134
537,-0.002335063217
538,-0.000535224398
539,-0.001190288057
540,-0.000548526590
541,-0.000629049419
542,-0.000775149583
543,-0.001941760728
544,-0.000468951254
545,-0.000602778579
546,-0.000548034638
547,-0.001122081609
548,-0.000737457025
549,-0.000515237914
550,-0.001653612260
551,-0.001077271096
552,-0.000608011157
553,-0.000735817869
554,-0.000749942167
555,-0.001037934805
556,-0.000576765488
557,-0.000493982410
558,-0.000923744632
559,-0.001849804938
560,-0.000782105145
561,-0.000642388754
562,-0.000547275528
563,-0.001515225848
564,-0.000857363473
565,-0.000567372158
566,-0.000478764824
567,-0.001212466320
568,-0.000480773323
569,-0.000640431509
570,-0.000668038704
571,-0.001114907959
572,-0.000471803983
573,-0.000523428650
574,-0.000563571089
575,-0.002743354215
576,-0.000911076826
577,-0.000710707084
578,-0.000624283704
579,-0.001147284389
580,-0.000723771579
581,-0.000510194474
582,-0.000537205438
583,-0.001233023802
584,-0.000526989566
585,-0.000843831245
586,-0.000480646769
587,-0.001022784526
588,-0.000691451455
589,-0.001555595820
590,-0.000506654210
591,-0.001732275465
592,-0.000579792009
593,-0.000546918721
594,-0.000556728693
595,-0.001028824218
596,-0.000688081473
597,-0.000599085523
598,-0.000483621692
599,-0.001014088022
600,-0.000564503605
601,-0.000578514692
602,-0.000771637174
603,-0.001104600997
604,-0.000608268857
605,-0.000516483711
606,-0.000880272163
607,-0.001670441459
608,-0.000418019710
609,-0.000507903429
610,-0.000585395495
611,-0.000978296383
612,-0.001138477063
613,-0.000446427594
614,-0.000896006903
615,-0.001407975429
616,-0.000454629976
617,-0.000634613232
618,-0.001504551701
619,-0.001037837576
620,-0.000449690360
621,-0.000483026607
622,-0.000517982971
623,-0.001829065984
624,-0.000522966335
625,-0.000408010392
626,-0.000510696904
627,-0.001004704043
628,-0.001042872212
629,-0.000524777740
630,-0.000453204620
631,-0.001147841251
632,-0.000544023979
633,-0.000597567671
634,-0.000549277331
635,-0.001057543077
636,-0.000469737682
637,-0.000507478639
638,-0.000471020525
639,-0.002773513112
640,-0.000501421869
641,-0.000967166125
642,-0.000727386415
643,-0.000930192373
644,-0.000547553246
645,-0.000614327940
646,-0.000524416303
647,-0.000862622683
648,-0.000491377965
649,-0.000524165903
650,-0.000526873474
651,-0.001034142781
652,-0.000473838470
653,-0.000724362661
654,-0.000720715091
655,-0.001538272501
656,-0.000495484857
657,-0.000472263857
658,-0.000763388838
659,-0.000951464084
660,-0.000638459964
661,-0.000451110713
662,-0.000499594582
663,-0.000921715675
664,-0.000646245631
665,-0.000474158614
666,-0.000767796597
667,-0.001212228635
668,-0.000427336418
669,-0.000630802938
670,-0.001016658363
671,-0.001537925898
672,-0.000435268239
673,-0.000477115864
674,-0.000439497565
675,-0.000998889958
676,-0.000531937505
677,-0.000490649079
678,-0.000926706743
679,-0.000886330136
680,-0.000637634586
681,-0.000662434387
682,-0.000445171474
683,-0.000852754216
684,-0.000521309862
685,-0.000564950150
686,-0.000498994307
687,-0.001707661556
688,-0.000457207041
689,-0.000375225492
690,-0.000460294766
691,-0.000934158948
692,-0.000739138599
693,-0.001119410784
694,-0.000412714205
695,-0.000911102501
696,-0.000597498909
697,-0.000531598635
698,-0.000471347429
699,-0.001854971598
700,-0.000417757232
701,-0.000438588860
702,-0.000476831459
703,-0.002222677817
704,-0.000559225550
705,-0.000515332059
706,-0.000669143923
707,-0.000876079094
708,-0.000539937709
709,-0.000498794961
710,-0.000566885306
711,-0.000813169276
712,-0.000568460873
713,-0.000478499214
714,-0.000541214014
715,-0.000888430812
716,-0.000514090572
717,-0.000655723392
718,-0.000529461532
719,-0.001512686668
720,-0.000781743560
721,-0.000439509724
722,-0.000735429378
723,-0.001095695865
724,-0.000493264638
725,-0.000357460449
726,-0.000499272687
727,-0.000921492926
728,-0.000346189598
729,-0.000477007389
730,-0.000391486031
731,-0.001054359498
732,-0.000651302018
733,-0.000438420884
734,-0.000516550265
735,-0.001392381426
736,-0.000445197672
737,-0.000412400250
738,-0.000439464434
739,-0.001063279767
740,-0.000557699776
741,-0.003468899767
742,-0.000798420248
743,-0.000805566377
744,-0.000450501107
745,-0.000892264546
746,-0.000366057257
747,-0.001091954271
748,-0.000437380781
749,-0.000461230993
750,-0.000630809451
751,-0.001823358624
752,-0.000344513301
753,-0.000444422571
754,-0.001929263154
755,-0.000785199445
756,-0.000746932202
757,-0.000381243358
758,-0.000599456642
759,-0.000945185884
760,-0.000375230286
761,-0.000484454332
762,-0.000575985278
763,-0.000774895740
764,-0.000348711057
765,-0.000415192129
766,-0.000608829022
767,-0.003044800704
768,-0.000584894399
769,-0.000395066610
770,-0.000509071443
771,-0.000924102006
772,-0.000536595985
773,-0.000425830039
774,-0.000945943373
775,-0.000808401405
776,-0.000395889126
777,-0.000595211819
778,-0.000383644757
779,-0.000823601683
780,-0.002104752012
781,-0.000629538136
782,-0.000406541817
783,-0.001317818132
784,-0.000548098896
785,-0.000519124252
786,-0.000484638533
787,-0.000800125360
788,-0.000552084688
789,-0.000369328232
790,-0.000444835577
791,-0.000838843225
792,-0.009776041704
793,-0.001150227208
794,-0.000378764597
795,-0.000978474902
796,-0.000441309114
797,-0.000602340285
798,-0.000475631444
799,-0.001302965716
800,-0.000329722372
801,-0.000767895466
802,-0.000422061075
803,-0.001059014240
804,-0.000655273865
805,-0.000364859146
806,-0.001185167502
807,-0.000802375033
808,-0.000441191374
809,-0.000488471751
810,-0.000488182789
811,-0.000702439952
812,-0.000490674265
813,-0.000503235824
814,-0.000504401405
815,-0.001261259992
816,-0.000351802948
817,-0.000369481203
818,-0.000425165910
819,-0.001177528115
820,-0.000875460460
821,-0.000359559082
822,-0.000473020630
823,-0.000914706075
824,-0.000354791817
825,-0.000449409279
826,-0.000634826890
827,-0.000728368658
828,-0.000642765292
829,-0.000384394947
830,-0.000421987772
831,-0.002106343361
832,-0.001165527628
833,-0.000311090384
834,-0.000526288905
835,-0.000786586790
836,-0.000533226780
837,-0.000459551942
838,-0.000348496751
839,-0.000799293371
840,-0.000532417597
841,-0.000386218957
842,-0.000387899410
843,-0.000817178403
844,-0.000373768735
845,-0.000883318314
846,-0.000410375703
847,-0.001329349157
848,-0.000458606955
849,-0.000649481913
850,-0.000382467167
851,-0.000741490943
852,-0.000478044218
853,-0.000430477836
854,-0.000385613507
855,-0.001236313383
856,-0.004904262085
857,-0.000436103327
858,-0.000792833539
859,-0.000815389674
860,-0.000365274927
861,-0.001379744717
862,-0.000556422981
863,-0.001129160439
864,-0.000341241892
865,-0.000384801559
866,-0.000561166968
867,-0.000792124546
868,-0.000439739715
869,-0.000350546884
870,-0.000739655794
871,-0.000988338873
872,-0.000420053271
873,-0.000482336420
874,-0.000502883633
875,-0.000758197870
876,-0.000469599303
877,-0.000405995283
878,-0.000523935953
879,-0.001212925399
880,-0.000356945178
881,-0.000298405435
882,-0.000706193104
883,-0.000759815547
884,-0.001145557637
885,-0.000485287467
886,-0.000331393531
887,-0.000733150420
888,-0.000479403655
889,-0.000455979582
890,-0.000338245278
891,-0.000685110107
892,-0.000343952170
893,-0.000450279061
894,-0.000506048300
895,-0.001794492362
896,-0.000362212258
897,-0.000545313817
898,-0.000473458892
899,-0.000694867553
900,-0.000474877399
901,-0.000685059677
902,-0.000342787029
903,-0.000744833195
904,-0.000402856206
905,-0.000420390978
906,-0.000365658825
907,-0.000890643295
908,-0.000289051269
909,-0.000891361145
910,-0.000589434954
911,-0.001104597845
912,-0.000590259159
913,-0.000805347934
914,-0.000385530256
915,-0.000749683047
916,-0.000462583019
917,-0.000302765129
918,-0.000473517212
919,-0.000624769401
920,-0.003414605249
921,-0.000502892482
922,-0.000337655844
923,-0.000987547604
924,-0.000412824991
925,-0.000337808705
926,-0.000435697816
927,-0.001158386401
928,-0.000440383732
929,-0.000383243585
930,-0.000568647214
931,-0.000717515896
932,-0.000420785245
933,-0.000317294884
934,-0.000719379013
935,-0.000683651441
936,-0.001031120529
937,-0.000456326264
938,-0.000329885606
939,-0.000803191673
940,-0.000420485737
941,-0.000344692613
942,-0.001383014657
943,-0.001118958064
944,-0.000304340441
945,-0.000320898736
946,-0.000359338998
947,-0.000808686310
948,-0.000702944772
949,-0.000444932269
950,-0.000338080213
951,-0.000719231325
952,-0.000379744955
953,-0.000513254244
954,-0.000348241409
955,-0.000753762749
956,-0.000314612595
957,-0.000479801218
958,-0.000418951726
959,-0.001751307756
960,-0.000316590990
961,-0.000369830639
962,-0.000562605128
963,-0.000973008111
964,-0.000454240500
965,-0.000671666402
966,-0.000545104066
967,-0.000594005456
968,-0.000323408811
969,-0.000434091796
970,-0.000422270318
971,-0.000581709399
972,-0.000307384628
973,-0.000523178860
974,-0.000489860180
975,-0.001288862508
976,-0.000411190879
977,-0.000320675354
978,-0.000350989082
979,-0.000750044797
980,-0.000409352601
981,-0.000316976879
982,-0.000592657118
983,-0.000644894515
984,-0.005641106582
985,-0.000405173698
986,-0.000311034817
987,-0.000789201885
988,-0.000658529122
989,-0.000272361417
990,-0.000727180143
991,-0.001036084343
992,-0.000350166975
993,-0.000528783273
994,-0.000790387938
995,-0.000595598995
996,-0.000500291009
997,-0.001799786662
998,-0.000610050344
999,-0.000689804324
1000,-0.000305824400
1001,-0.000654051841
1002,-0.000416250835
1003,-0.000572125952
1004,-0.000386684642
1005,-0.000462475024
1006,-0.000353362302
1007,-0.001011859052
1008,-0.000293804127
1009,-0.000466159935
1010,-0.001350493652
1011,-0.000825170749
1012,-0.000588812630
1013,-0.000299348529
1014,-0.000436064328
1015,-0.000709230395
1016,-0.000319361080
1017,-0.000903865514
1018,-0.000392285282
1019,-0.000572556443
1020,-0.000444404688
1021,-0.000334205964
1022,-0.000402292137
1023,-0.003267722694
1024,-0.000309810039
1025,-0.000259524712
1026,-0.000462691504
1027,-0.000731077233
1028,-0.000542988074
1029,-0.000432363618
1030,-0.000297521129
1031,-0.000646926740
1032,-0.000346448896
1033,-0.000390672760
1034,-0.000386541512
1035,-0.000616083769
1036,-0.000993085937
1037,-0.000515946017
1038,-0.000462441260
1039,-0.001042901216
1040,-0.000585524879
1041,-0.000292261979
1042,-0.000354062124
1043,-0.000624953108
1044,-0.000773577276
1045,-0.000310963628
1046,-0.000633730937
1047,-0.000736654091
1048,-0.002091908781
1049,-0.000818236007
1050,-0.000352736785
1051,-0.000768739787
1052,-0.000267795943
1053,-0.000405408445
1054,-0.000380875456
1055,-0.001054630220
1056,-0.000402970734
1057,-0.000413400032
1058,-0.000317014707
1059,-0.000593690048
1060,-0.000433117072
1061,-0.000306567434
1062,-0.001034129399
1063,-0.000816410679
1064,-0.000294411506
1065,-0.000536057140
1066,-0.000429395339
1067,-0.000542944122
1068,-0.000362410822
1069,-0.000531912393
1070,-0.000348768851
1071,-0.001271393688
1072,-0.000273359313
1073,-0.000290074897
1074,-0.000554333382
1075,-0.001396710918
1076,-0.000508760481
1077,-0.000328547623
1078,-0.000340286296
1079,-0.000699185336
1080,-0.000363243711
1081,-0.000315586414
1082,-0.000423907144
1083,-0.000700564152
1084,-0.000246096440
1085,-0.000348073759
1086,-0.000436091351
1087,-0.001470332245
1088,-0.000580250294
1089,-0.000273642624
1090,-0.000554012212
1091,-0.000633426527
1092,-0.000680299698
1093,-0.000339408980
1094,-0.000279166399
1095,-0.000567013995
1096,-0.000416532634
1097,-0.000340251261
1098,-0.000823356376
1099,-0.000561446893
1100,-0.000289215249
1101,-0.000933608747
1102,-0.000340283825
1103,-0.000934229701
1104,-0.001371199810
1105,-0.000383380836
1106,-0.000258460436
1107,-0.000627060521
1108,-0.000397188804
1109,-0.000459338786
1110,-0.000404957982
1111,-0.000515380519
1112,-0.001783688548
1113,-0.000395680391
1114,-0.000576485569
1115,-0.000736739917
1116,-0.000272612425
1117,-0.000428985732
1118,-0.000472865126
1119,-0.001002035068
1120,-0.000314513820
1121,-0.000441944146
1122,-0.000343971289
1123,-0.000589875164
1124,-0.000367933576
1125,-0.000596495998
1126,-0.000642199597
1127,-0.001084533564
1128,-0.000428468454
1129,-0.000400981199
1130,-0.000284771844
1131,-0.000659067083
1132,-0.000377823434
1133,-0.000244016529
1134,-0.000340877576
1135,-0.000941201272
1136,-0.000347715552
1137,-0.000383008800
1138,-0.000363879995
1139,-0.000584579307
1140,-0.000745298002
1141,-0.000285804811
1142,-0.000283924798
1143,-0.000634329810
1144,-0.000597092011
1145,-0.000317254521
1146,-0.000403901342
1147,-0.000562767252
1148,-0.000289145782
1149,-0.000333668932
1150,-0.000543600769
1151,-0.001325923710
1152,-0.000602816562
1153,-0.000461226997
1154,-0.000397176010
1155,-0.000757206237
1156,-0.000841495575
1157,-0.000349975366
1158,-0.000321628295
1159,-0.000545867149
1160,-0.000296064555
1161,-0.000435283157
1162,-0.000245244332
1163,-0.000614659481
1164,-0.000364566994
1165,-0.000480641883
1166,-0.000547465928
1167,-0.000952094921
1168,-0.000335914700
1169,-0.000271327763
1170,-0.000354643682
1171,-0.000717128692
1172,-0.000400820103
1173,-0.000474478564
1174,-0.000362808816
1175,-0.000490898659
1176,-0.001542069459
1177,-0.000395650291
1178,-0.000304008925
1179,-0.001337356094
1180,-0.000255940312
1181,-0.000263308493
1182,-0.000548616200
1183,-0.000924258810
1184,-0.000260460915
1185,-0.001308496326
1186,-0.000314670038
1187,-0.000528668254
1188,-0.000394909330
1189,-0.000257035457
1190,-0.000712249116
1191,-0.000640021228
1192,-0.000394960197
1193,-0.000412786054
1194,-0.000302510399
1195,-0.000551278176
1196,-0.000442463760
1197,-0.000261237726
1198,-0.000439720631
1199,-0.000883261734
1200,-0.000384271677
1201,-0.000303342844
1202,-0.000425450944
1203,-0.000530513943
1204,-0.000570938391
1205,-0.000383576681
1206,-0.000592380355
1207,-0.000607455048
1208,-0.000590643127
1209,-0.000525580705
1210,-0.000282563428
1211,-0.000475456877
1212,-0.000310332564
1213,-0.000396751797
1214,-0.000263819311
1215,-0.001290349327
1216,-0.000247457912
1217,-0.000368823197
1218,-0.000639890460
1219,-0.000570631906
1220,-0.000360921294
1221,-0.000321620134
1222,-0.000351487956
1223,-0.000487221201
1224,-0.000316221373
1225,-0.000560266325
1226,-0.000294103187
1227,-0.003598419952
1228,-0.000274103162
1229,-0.000455208993
1230,-0.000379436681
1231,-0.001170725108
1232,-0.000275872482
1233,-0.000570200037
1234,-0.000290290915
1235,-0.000618242249
1236,-0.000550394246
1237,-0.000702634165
1238,-0.000268842129
1239,-0.000565159037
1240,-0.002869207495
1241,-0.000304343812
1242,-0.000337925187
1243,-0.000602075765
1244,-0.000461744401
1245,-0.000355789436
1246,-0.000343938848
1247,-0.000864321040
1248,-0.000384304450
1249,-0.000285125131
1250,-0.000263692816
1251,-0.000509938256
1252,-0.000543576107
1253,-0.001254412699
1254,-0.000746303102
1255,-0.000524132249
1256,-0.000255073418
1257,-0.000514783842
1258,-0.000319939685
1259,-0.000483170958
1260,-0.000839289913
1261,-0.000311369712
1262,-0.000284555423
1263,-0.000986911568
1264,-0.000244591034
1265,-0.000292988660
1266,-0.002033157419
1267,-0.000515704035
1268,-0.000460865688
1269,-0.000291140320
1270,-0.000376712980
1271,-0.000690280417
1272,-0.000357195184
1273,-0.000282942629
1274,-0.000360983410
1275,-0.000491044870
1276,-0.000273309502
1277,-0.000366429138
1278,-0.000323410057
1279,-0.001927149848
1280,-0.000251670859
1281,-0.000347514754
1282,-0.000444716997
1283,-0.000737860720
1284,-0.000335658535
1285,-0.000329849399
1286,-0.000252045214
1287,-0.000846339140
1288,-0.000315137089
1289,-0.000606180108
1290,-0.000410804877
1291,-0.000497502307
1292,-0.000693391752
1293,-0.000497335184
1294,-0.000385477900
1295,-0.000755227234
1296,-0.000413351038
1297,-0.000230275311
1298,-0.000359462311
1299,-0.000662805900
1300,-0.000438153282
1301,-0.000234697711
1302,-0.000291234255
1303,-0.000493052472
1304,-0.001255725684
1305,-0.000744590996
1306,-0.000488692772
1307,-0.000581164600
1308,-0.000350828308
1309,-0.000374101194
1310,-0.000337606782
1311,-0.000816144843
1312,-0.000458867208
1313,-0.000285872516
1314,-0.000572378311
1315,-0.000481726893
1316,-0.000370062929
1317,-0.000463551210
1318,-0.001332543945
1319,-0.000442498627
1320,-0.000289063042
1321,-0.000422155957
1322,-0.000333886812
1323,-0.000519752676
1324,-0.000256314676
1325,-0.000348180885
1326,-0.000435230385
1327,-0.000764636513
1328,-0.000263488790
1329,-0.000332201987
1330,-0.000316014160
1331,-0.000778542975
1332,-0.000474545383
1333,-0.000389021302
1334,-0.000302024174
1335,-0.000822002851
1336,-0.000269232146
1337,-0.000268693047
1338,-0.000303315468
1339,-0.000554097268
1340,-0.000228416826
1341,-0.000807806041
1342,-0.000290778362
1343,-0.001178736502
1344,-0.000679644039
1345,-0.000230624653
1346,-0.000380547329
1347,-0.001516839106
1348,-0.000429189574
1349,-0.000238587287
1350,-0.000276654042
1351,-0.000465165137
1352,-0.000467635254
1353,-0.000381452572
1354,-0.000211371532
1355,-0.000484651966
1356,-0.000276240992
1357,-0.000720933425
1358,-0.000376850200
1359,-0.000737324703
1360,-0.000440588533
1361,-0.000327837401
