src,dst,kappa,delta,w_raw,w_aug
18845,4292,2,0.000012759591,-0.415037499279,-0.415024739688
18846,18427,1,0.000012758914,0.584962500721,0.584975259635
18846,19055,2,0.000012758914,-0.415037499279,-0.415024740365
18847,8587,1,0.000012758237,0.584962500721,0.584975258958
18847,14135,2,0.000012758237,-0.415037499279,-0.415024741042
18848,18430,1,0.000012757560,0.584962500721,0.584975258281
18848,9215,2,0.000012757560,-0.415037499279,-0.415024741719
18849,8590,1,0.000012756883,0.584962500721,0.584975257604
18849,4295,2,0.000012756883,-0.415037499279,-0.415024742396
18850,18433,1,0.000012756206,0.584962500721,0.584975256927
18850,19058,2,0.000012756206,-0.415037499279,-0.415024743073
18851,8593,1,0.000012755530,0.584962500721,0.584975256251
18851,14138,2,0.000012755530,-0.415037499279,-0.415024743749
18852,18436,1,0.000012754853,0.584962500721,0.584975255574
18852,9218,2,0.000012754853,-0.415037499279,-0.415024744426
18853,8596,1,0.000012754176,0.584962500721,0.584975254898
18853,4298,2,0.000012754176,-0.415037499279,-0.415024745102
18854,18439,1,0.000012753500,0.584962500721,0.584975254221
18854,19061,2,0.000012753500,-0.415037499279,-0.415024745779
18855,8599,1,0.000012752824,0.584962500721,0.584975253545
18855,14141,2,0.000012752824,-0.415037499279,-0.415024746455
18856,18442,1,0.000012752147,0.584962500721,0.584975252868
18856,9221,2,0.000012752147,-0.415037499279,-0.415024747132
18857,8602,1,0.000012751471,0.584962500721,0.584975252192
18857,4301,2,0.000012751471,-0.415037499279,-0.415024747808
18858,18445,1,0.000012750795,0.584962500721,0.584975251516
18858,19064,2,0.000012750795,-0.415037499279,-0.415024748484
18859,8605,1,0.000012750119,0.584962500721,0.584975250840
18859,14144,2,0.000012750119,-0.415037499279,-0.415024749160
18860,18448,1,0.000012749443,0.584962500721,0.584975250164
18860,9224,2,0.000012749443,-0.415037499279,-0.415024749836
18861,8608,1,0.000012748767,0.584962500721,0.584975249488
18861,4304,2,0.000012748767,-0.415037499279,-0.415024750512
18862,18451,1,0.000012748091,0.584962500721,0.584975248812
18862,19067,2,0.000012748091,-0.415037499279,-0.415024751188
18863,8611,1,0.000012747415,0.584962500721,0.584975248136
18863,14147,2,0.000012747415,-0.415037499279,-0.415024751864
18864,18454,1,0.000012746739,0.584962500721,0.584975247460
18864,9227,2,0.000012746739,-0.415037499279,-0.415024752540
18865,8614,1,0.000012746063,0.584962500721,0.584975246784
18865,4307,2,0.000012746063,-0.415037499279,-0.415024753216
18866,18457,1,0.000012745388,0.584962500721,0.584975246109
18866,19070,2,0.000012745388,-0.415037499279,-0.415024753891
18867,8617,1,0.000012744712,0.584962500721,0.584975245433
18867,14150,2,0.000012744712,-0.415037499279,-0.415024754567
18868,18460,1,0.000012744037,0.584962500721,0.584975244758
18868,9230,2,0.000012744037,-0.415037499279,-0.415024755242
18869,8620,1,0.000012743361,0.584962500721,0.584975244082
18869,4310,2,0.000012743361,-0.415037499279,-0.415024755918
18870,18463,1,0.000012742686,0.584962500721,0.584975243407
18870,19073,2,0.000012742686,-0.415037499279,-0.415024756593
18871,8623,1,0.000012742011,0.584962500721,0.584975242732
18871,14153,2,0.000012742011,-0.415037499279,-0.415024757268
18872,18466,1,0.000012741335,0.584962500721,0.584975242057
18872,9233,2,0.000012741335,-0.415037499279,-0.415024757943
18873,8626,1,0.000012740660,0.584962500721,0.584975241381
18873,4313,2,0.000012740660,-0.415037499279,-0.415024758619
18874,18469,1,0.000012739985,0.584962500721,0.584975240706
18874,19076,2,0.000012739985,-0.415037499279,-0.415024759294
18875,8629,1,0.000012739310,0.584962500721,0.584975240031
18875,14156,2,0.000012739310,-0.415037499279,-0.415024759969
18876,18472,1,0.000012738635,0.584962500721,0.584975239357
18876,9236,2,0.000012738635,-0.415037499279,-0.415024760643
18877,8632,1,0.000012737961,0.584962500721,0.584975238682
18877,4316,2,0.000012737961,-0.415037499279,-0.415024761318
18878,18475,1,0.000012737286,0.584962500721,0.584975238007
18878,19079,2,0.000012737286,-0.415037499279,-0.415024761993
18879,8635,1,0.000012736611,0.584962500721,0.584975237332
18879,14159,2,0.000012736611,-0.415037499279,-0.415024762668
18880,18478,1,0.000012735936,0.584962500721,0.584975236658
18880,9239,2,0.000012735936,-0.415037499279,-0.415024763342
18881,8638,1,0.000012735262,0.584962500721,0.584975235983
18881,4319,2,0.000012735262,-0.415037499279,-0.415024764017
18882,18481,1,0.000012734587,0.584962500721,0.584975235309
18882,19082,2,0.000012734587,-0.415037499279,-0.415024764691
18883,8641,1,0.000012733913,0.584962500721,0.584975234634
18883,14162,2,0.000012733913,-0.415037499279,-0.415024765366
18884,18484,1,0.000012733239,0.584962500721,0.584975233960
18884,9242,2,0.000012733239,-0.415037499279,-0.415024766040
18885,8644,1,0.000012732564,0.584962500721,0.584975233286
18885,4322,2,0.000012732564,-0.415037499279,-0.415024766714
18886,18487,1,0.000012731890,0.584962500721,0.584975232611
18886,19085,2,0.000012731890,-0.415037499279,-0.415024767389
18887,8647,1,0.000012731216,0.584962500721,0.584975231937
18887,14165,2,0.000012731216,-0.415037499279,-0.415024768063
18888,18490,1,0.000012730542,0.584962500721,0.584975231263
18888,9245,2,0.000012730542,-0.415037499279,-0.415024768737
18889,8650,1,0.000012729868,0.584962500721,0.584975230589
18889,4325,2,0.000012729868,-0.415037499279,-0.415024769411
18890,18493,1,0.000012729194,0.584962500721,0.584975229915
18890,19088,2,0.000012729194,-0.415037499279,-0.415024770085
18891,8653,1,0.000012728520,0.584962500721,0.584975229241
18891,14168,2,0.000012728520,-0.415037499279,-0.415024770759
18892,18496,1,0.000012727847,0.584962500721,0.584975228568
18892,9248,2,0.000012727847,-0.415037499279,-0.415024771432
18893,8656,1,0.000012727173,0.584962500721,0.584975227894
18893,4328,2,0.000012727173,-0.415037499279,-0.415024772106
18894,18499,1,0.000012726499,0.584962500721,0.584975227220
18894,19091,2,0.000012726499,-0.415037499279,-0.415024772780
18895,8659,1,0.000012725826,0.584962500721,0.584975226547
18895,14171,2,0.000012725826,-0.415037499279,-0.415024773453
18896,18502,1,0.000012725152,0.584962500721,0.584975225873
18896,9251,2,0.000012725152,-0.415037499279,-0.415024774127
18897,8662,1,0.000012724479,0.584962500721,0.584975225200
18897,4331,2,0.000012724479,-0.415037499279,-0.415024774800
18898,18505,1,0.000012723805,0.584962500721,0.584975224527
18898,19094,2,0.000012723805,-0.415037499279,-0.415024775473
18899,8665,1,0.000012723132,0.584962500721,0.584975223853
18899,14174,2,0.000012723132,-0.415037499279,-0.415024776147
18900,18508,1,0.000012722459,0.584962500721,0.584975223180
18900,9254,2,0.000012722459,-0.415037499279,-0.415024776820
18901,8668,1,0.000012721786,0.584962500721,0.584975222507
18901,4334,2,0.000012721786,-0.415037499279,-0.415024777493
18902,18511,1,0.000012721113,0.584962500721,0.584975221834
18902,19097,2,0.000012721113,-0.415037499279,-0.415024778166
18903,8671,1,0.000012720440,0.584962500721,0.584975221161
18903,14177,2,0.000012720440,-0.415037499279,-0.415024778839
18904,18514,1,0.000012719767,0.584962500721,0.584975220488
18904,9257,2,0.000012719767,-0.415037499279,-0.415024779512
18905,8674,1,0.000012719094,0.584962500721,0.584975219815
18905,4337,2,0.000012719094,-0.415037499279,-0.415024780185
18906,18517,1,0.000012718421,0.584962500721,0.584975219142
18906,19100,2,0.000012718421,-0.415037499279,-0.415024780858
18907,8677,1,0.000012717749,0.584962500721,0.584975218470
18907,14180,2,0.000012717749,-0.415037499279,-0.415024781530
18908,18520,1,0.000012717076,0.584962500721,0.584975217797
18908,9260,2,0.000012717076,-0.415037499279,-0.415024782203
18909,8680,1,0.000012716403,0.584962500721,0.584975217125
18909,4340,2,0.000012716403,-0.415037499279,-0.415024782875
18910,18523,1,0.000012715731,0.584962500721,0.584975216452
18910,19103,2,0.000012715731,-0.415037499279,-0.415024783548
18911,8683,1,0.000012715059,0.584962500721,0.584975215780
18911,14183,2,0.000012715059,-0.415037499279,-0.415024784220
18912,18526,1,0.000012714386,0.584962500721,0.584975215107
18912,9263,2,0.000012714386,-0.415037499279,-0.415024784893
18913,8686,1,0.000012713714,0.584962500721,0.584975214435
18913,4343,2,0.000012713714,-0.415037499279,-0.415024785565
18914,18529,1,0.000012713042,0.584962500721,0.584975213763
18914,19106,2,0.000012713042,-0.415037499279,-0.415024786237
18915,8689,1,0.000012712370,0.584962500721,0.584975213091
18915,14186,2,0.000012712370,-0.415037499279,-0.415024786909
18916,18532,1,0.000012711698,0.584962500721,0.584975212419
18916,9266,2,0.000012711698,-0.415037499279,-0.415024787581
18917,8692,1,0.000012711026,0.584962500721,0.584975211747
18917,4346,2,0.000012711026,-0.415037499279,-0.415024788253
18918,18535,1,0.000012710354,0.584962500721,0.584975211075
18918,19109,2,0.000012710354,-0.415037499279,-0.415024788925
18919,8695,1,0.000012709682,0.584962500721,0.584975210403
18919,14189,2,0.000012709682,-0.415037499279,-0.415024789597
18920,18538,1,0.000012709010,0.584962500721,0.584975209731
18920,9269,2,0.000012709010,-0.415037499279,-0.415024790269
18921,8698,1,0.000012708338,0.584962500721,0.584975209059
18921,4349,2,0.000012708338,-0.415037499279,-0.415024790941
18922,18541,1,0.000012707667,0.584962500721,0.584975208388
18922,19112,2,0.000012707667,-0.415037499279,-0.415024791612
18923,8701,1,0.000012706995,0.584962500721,0.584975207716
18923,14192,2,0.000012706995,-0.415037499279,-0.415024792284
18924,18544,1,0.000012706324,0.584962500721,0.584975207045
18924,9272,2,0.000012706324,-0.415037499279,-0.415024792955
18925,8704,1,0.000012705652,0.584962500721,0.584975206373
18925,4352,2,0.000012705652,-0.415037499279,-0.415024793627
18926,18547,1,0.000012704981,0.584962500721,0.584975205702
18926,19115,2,0.000012704981,-0.415037499279,-0.415024794298
18927,8707,1,0.000012704310,0.584962500721,0.584975205031
18927,14195,2,0.000012704310,-0.415037499279,-0.415024794969
18928,18550,1,0.000012703638,0.584962500721,0.584975204360
18928,9275,2,0.000012703638,-0.415037499279,-0.415024795640
18929,8710,1,0.000012702967,0.584962500721,0.584975203688
18929,4355,2,0.000012702967,-0.415037499279,-0.415024796312
18930,18553,1,0.000012702296,0.584962500721,0.584975203017
18930,19118,2,0.000012702296,-0.415037499279,-0.415024796983
18931,8713,1,0.000012701625,0.584962500721,0.584975202346
18931,14198,2,0.000012701625,-0.415037499279,-0.415024797654
18932,18556,1,0.000012700954,0.584962500721,0.584975201675
18932,9278,2,0.000012700954,-0.415037499279,-0.415024798325
18933,8716,1,0.000012700283,0.584962500721,0.584975201005
18933,4358,2,0.000012700283,-0.415037499279,-0.415024798995
18934,18559,1,0.000012699613,0.584962500721,0.584975200334
18934,19121,2,0.000012699613,-0.415037499279,-0.415024799666
18935,8719,1,0.000012698942,0.584962500721,0.584975199663
18935,14201,2,0.000012698942,-0.415037499279,-0.415024800337
18936,18562,1,0.000012698271,0.584962500721,0.584975198992
18936,9281,2,0.000012698271,-0.415037499279,-0.415024801008
18937,8722,1,0.000012697601,0.584962500721,0.584975198322
18937,4361,2,0.000012697601,-0.415037499279,-0.415024801678
18938,18565,1,0.000012696930,0.584962500721,0.584975197651
18938,19124,2,0.000012696930,-0.415037499279,-0.415024802349
18939,8725,1,0.000012696260,0.584962500721,0.584975196981
18939,14204,2,0.000012696260,-0.415037499279,-0.415024803019
18940,18568,1,0.000012695589,0.584962500721,0.584975196311
18940,9284,2,0.000012695589,-0.415037499279,-0.415024803689
18941,8728,1,0.000012694919,0.584962500721,0.584975195640
18941,4364,2,0.000012694919,-0.415037499279,-0.415024804360
18942,18571,1,0.000012694249,0.584962500721,0.584975194970
18942,19127,2,0.000012694249,-0.415037499279,-0.415024805030
18943,8731,1,0.000012693579,0.584962500721,0.584975194300
18943,14207,2,0.000012693579,-0.415037499279,-0.415024805700
18944,18574,1,0.000012692909,0.584962500721,0.584975193630
18944,9287,2,0.000012692909,-0.415037499279,-0.415024806370
18945,8734,1,0.000012692239,0.584962500721,0.584975192960
18945,4367,2,0.000012692239,-0.415037499279,-0.415024807040
18946,18577,1,0.000012691569,0.584962500721,0.584975192290
18946,19130,2,0.000012691569,-0.415037499279,-0.415024807710
18947,8737,1,0.000012690899,0.584962500721,0.584975191620
18947,14210,2,0.000012690899,-0.415037499279,-0.415024808380
18948,18580,1,0.000012690229,0.584962500721,0.584975190950
18948,9290,2,0.000012690229,-0.415037499279,-0.415024809050
18949,8740,1,0.000012689559,0.584962500721,0.584975190281
18949,4370,2,0.000012689559,-0.415037499279,-0.415024809719
18950,18583,1,0.000012688890,0.584962500721,0.584975189611
18950,19133,2,0.000012688890,-0.415037499279,-0.415024810389
18951,8743,1,0.000012688220,0.584962500721,0.584975188941
18951,14213,2,0.000012688220,-0.415037499279,-0.415024811059
18952,18586,1,0.000012687551,0.584962500721,0.584975188272
18952,9293,2,0.000012687551,-0.415037499279,-0.415024811728
18953,8746,1,0.000012686881,0.584962500721,0.584975187602
18953,4373,2,0.000012686881,-0.415037499279,-0.415024812398
18954,18589,1,0.000012686212,0.584962500721,0.584975186933
18954,19136,2,0.000012686212,-0.415037499279,-0.415024813067
18955,8749,1,0.000012685543,0.584962500721,0.584975186264
18955,14216,2,0.000012685543,-0.415037499279,-0.415024813736
18956,18592,1,0.000012684873,0.584962500721,0.584975185594
18956,9296,2,0.000012684873,-0.415037499279,-0.415024814406
18957,8752,1,0.000012684204,0.584962500721,0.584975184925
18957,4376,2,0.000012684204,-0.415037499279,-0.415024815075
18958,18595,1,0.000012683535,0.584962500721,0.584975184256
18958,19139,2,0.000012683535,-0.415037499279,-0.415024815744
18959,8755,1,0.000012682866,0.584962500721,0.584975183587
18959,14219,2,0.000012682866,-0.415037499279,-0.415024816413
18960,18598,1,0.000012682197,0.584962500721,0.584975182918
18960,9299,2,0.000012682197,-0.415037499279,-0.415024817082
18961,8758,1,0.000012681528,0.584962500721,0.584975182249
18961,4379,2,0.000012681528,-0.415037499279,-0.415024817751
18962,18601,1,0.000012680859,0.584962500721,0.584975181581
18962,19142,2,0.000012680859,-0.415037499279,-0.415024818419
18963,8761,1,0.000012680191,0.584962500721,0.584975180912
18963,14222,2,0.000012680191,-0.415037499279,-0.415024819088
18964,18604,1,0.000012679522,0.584962500721,0.584975180243
18964,9302,2,0.000012679522,-0.415037499279,-0.415024819757
18965,8764,1,0.000012678853,0.584962500721,0.584975179575
18965,4382,2,0.000012678853,-0.415037499279,-0.415024820425
18966,18607,1,0.000012678185,0.584962500721,0.584975178906
18966,19145,2,0.000012678185,-0.415037499279,-0.415024821094
18967,8767,1,0.000012677517,0.584962500721,0.584975178238
18967,14225,2,0.000012677517,-0.415037499279,-0.415024821762
18968,18610,1,0.000012676848,0.584962500721,0.584975177569
18968,9305,2,0.000012676848,-0.415037499279,-0.415024822431
18969,8770,1,0.000012676180,0.584962500721,0.584975176901
18969,4385,2,0.000012676180,-0.415037499279,-0.415024823099
18970,18613,1,0.000012675512,0.584962500721,0.584975176233
18970,19148,2,0.000012675512,-0.415037499279,-0.415024823767
18971,8773,1,0.000012674843,0.584962500721,0.584975175565
18971,14228,2,0.000012674843,-0.415037499279,-0.415024824435
18972,18616,1,0.000012674175,0.584962500721,0.584975174896
18972,9308,2,0.000012674175,-0.415037499279,-0.415024825104
18973,8776,1,0.000012673507,0.584962500721,0.584975174228
18973,4388,2,0.000012673507,-0.415037499279,-0.415024825772
18974,18619,1,0.000012672839,0.584962500721,0.584975173561
18974,19151,2,0.000012672839,-0.415037499279,-0.415024826439
18975,8779,1,0.000012672171,0.584962500721,0.584975172893
18975,14231,2,0.000012672171,-0.415037499279,-0.415024827107
18976,18622,1,0.000012671504,0.584962500721,0.584975172225
18976,9311,2,0.000012671504,-0.415037499279,-0.415024827775
18977,8782,1,0.000012670836,0.584962500721,0.584975171557
18977,4391,2,0.000012670836,-0.415037499279,-0.415024828443
18978,18625,1,0.000012670168,0.584962500721,0.584975170889
18978,19154,2,0.000012670168,-0.415037499279,-0.415024829111
18979,8785,1,0.000012669501,0.584962500721,0.584975170222
18979,14234,2,0.000012669501,-0.415037499279,-0.415024829778
18980,18628,1,0.000012668833,0.584962500721,0.584975169554
18980,9314,2,0.000012668833,-0.415037499279,-0.415024830446
18981,8788,1,0.000012668166,0.584962500721,0.584975168887
18981,4394,2,0.000012668166,-0.415037499279,-0.415024831113
18982,18631,1,0.000012667498,0.584962500721,0.584975168219
18982,19157,2,0.000012667498,-0.415037499279,-0.415024831781
18983,8791,1,0.000012666831,0.584962500721,0.584975167552
18983,14237,2,0.000012666831,-0.415037499279,-0.415024832448
18984,18634,1,0.000012666164,0.584962500721,0.584975166885
18984,9317,2,0.000012666164,-0.415037499279,-0.415024833115
18985,8794,1,0.000012665496,0.584962500721,0.584975166218
18985,4397,2,0.000012665496,-0.415037499279,-0.415024833782
18986,18637,1,0.000012664829,0.584962500721,0.584975165551
18986,19160,2,0.000012664829,-0.415037499279,-0.415024834449
18987,8797,1,0.000012664162,0.584962500721,0.584975164883
18987,14240,2,0.000012664162,-0.415037499279,-0.415024835117
18988,18640,1,0.000012663495,0.584962500721,0.584975164217
18988,9320,2,0.000012663495,-0.415037499279,-0.415024835783
18989,8800,1,0.000012662828,0.584962500721,0.584975163550
18989,4400,2,0.000012662828,-0.415037499279,-0.415024836450
18990,18643,1,0.000012662162,0.584962500721,0.584975162883
18990,19163,2,0.000012662162,-0.415037499279,-0.415024837117
18991,8803,1,0.000012661495,0.584962500721,0.584975162216
18991,14243,2,0.000012661495,-0.415037499279,-0.415024837784
18992,18646,1,0.000012660828,0.584962500721,0.584975161549
18992,9323,2,0.000012660828,-0.415037499279,-0.415024838451
18993,8806,1,0.000012660162,0.584962500721,0.584975160883
18993,4403,2,0.000012660162,-0.415037499279,-0.415024839117
18994,18649,1,0.000012659495,0.584962500721,0.584975160216
18994,19166,2,0.000012659495,-0.415037499279,-0.415024839784
18995,8809,1,0.000012658829,0.584962500721,0.584975159550
18995,14246,2,0.000012658829,-0.415037499279,-0.415024840450
18996,18652,1,0.000012658162,0.584962500721,0.584975158883
18996,9326,2,0.000012658162,-0.415037499279,-0.415024841117
18997,8812,1,0.000012657496,0.584962500721,0.584975158217
18997,4406,2,0.000012657496,-0.415037499279,-0.415024841783
18998,18655,1,0.000012656830,0.584962500721,0.584975157551
18998,19169,2,0.000012656830,-0.415037499279,-0.415024842449
18999,8815,1,0.000012656163,0.584962500721,0.584975156884
18999,14249,2,0.000012656163,-0.415037499279,-0.415024843116
19000,18658,1,0.000012655497,0.584962500721,0.584975156218
19000,9329,2,0.000012655497,-0.415037499279,-0.415024843782
19001,8818,1,0.000012654831,0.584962500721,0.584975155552
19001,4409,2,0.000012654831,-0.415037499279,-0.415024844448
19002,18661,1,0.000012654165,0.584962500721,0.584975154886
19002,19172,2,0.000012654165,-0.415037499279,-0.415024845114
19003,8821,1,0.000012653499,0.584962500721,0.584975154220
19003,14252,2,0.000012653499,-0.415037499279,-0.415024845780
19004,18664,1,0.000012652833,0.584962500721,0.584975153555
19004,9332,2,0.000012652833,-0.415037499279,-0.415024846445
19005,8824,1,0.000012652168,0.584962500721,0.584975152889
19005,4412,2,0.000012652168,-0.415037499279,-0.415024847111
19006,18667,1,0.000012651502,0.584962500721,0.584975152223
19006,19175,2,0.000012651502,-0.415037499279,-0.415024847777
19007,8827,1,0.000012650836,0.584962500721,0.584975151557
19007,14255,2,0.000012650836,-0.415037499279,-0.415024848443
19008,18670,1,0.000012650171,0.584962500721,0.584975150892
19008,9335,2,0.000012650171,-0.415037499279,-0.415024849108
19009,8830,1,0.000012649505,0.584962500721,0.584975150226
19009,4415,2,0.000012649505,-0.415037499279,-0.415024849774
19010,18673,1,0.000012648840,0.584962500721,0.584975149561
19010,19178,2,0.000012648840,-0.415037499279,-0.415024850439
19011,8833,1,0.000012648174,0.584962500721,0.584975148896
19011,14258,2,0.000012648174,-0.415037499279,-0.415024851104
19012,18676,1,0.000012647509,0.584962500721,0.584975148230
19012,9338,2,0.000012647509,-0.415037499279,-0.415024851770
19013,8836,1,0.000012646844,0.584962500721,0.584975147565
19013,4418,2,0.000012646844,-0.415037499279,-0.415024852435
19014,18679,1,0.000012646179,0.584962500721,0.584975146900
19014,19181,2,0.000012646179,-0.415037499279,-0.415024853100
19015,8839,1,0.000012645514,0.584962500721,0.584975146235
19015,14261,2,0.000012645514,-0.415037499279,-0.415024853765
19016,18682,1,0.000012644849,0.584962500721,0.584975145570
19016,9341,2,0.000012644849,-0.415037499279,-0.415024854430
19017,8842,1,0.000012644184,0.584962500721,0.584975144905
19017,4421,2,0.000012644184,-0.415037499279,-0.415024855095
19018,18685,1,0.000012643519,0.584962500721,0.584975144240
19018,19184,2,0.000012643519,-0.415037499279,-0.415024855760
19019,8845,1,0.000012642854,0.584962500721,0.584975143575
19019,14264,2,0.000012642854,-0.415037499279,-0.415024856425
19020,18688,1,0.000012642189,0.584962500721,0.584975142910
19020,9344,2,0.000012642189,-0.415037499279,-0.415024857090
19021,8848,1,0.000012641525,0.584962500721,0.584975142246
19021,4424,2,0.000012641525,-0.415037499279,-0.415024857754
19022,18691,1,0.000012640860,0.584962500721,0.584975141581
19022,19187,2,0.000012640860,-0.415037499279,-0.415024858419
19023,8851,1,0.000012640196,0.584962500721,0.584975140917
19023,14267,2,0.000012640196,-0.415037499279,-0.415024859083
19024,18694,1,0.000012639531,0.584962500721,0.584975140252
19024,9347,2,0.000012639531,-0.415037499279,-0.415024859748
19025,8854,1,0.000012638867,0.584962500721,0.584975139588
19025,4427,2,0.000012638867,-0.415037499279,-0.415024860412
19026,18697,1,0.000012638202,0.584962500721,0.584975138924
19026,19190,2,0.000012638202,-0.415037499279,-0.415024861076
19027,8857,1,0.000012637538,0.584962500721,0.584975138259
19027,14270,2,0.000012637538,-0.415037499279,-0.415024861741
19028,18700,1,0.000012636874,0.584962500721,0.584975137595
19028,9350,2,0.000012636874,-0.415037499279,-0.415024862405
19029,8860,1,0.000012636210,0.584962500721,0.584975136931
19029,4430,2,0.000012636210,-0.415037499279,-0.415024863069
19030,18703,1,0.000012635546,0.584962500721,0.584975136267
19030,19193,2,0.000012635546,-0.415037499279,-0.415024863733
19031,8863,1,0.000012634882,0.584962500721,0.584975135603
19031,14273,2,0.000012634882,-0.415037499279,-0.415024864397
19032,18706,1,0.000012634218,0.584962500721,0.584975134939
19032,9353,2,0.000012634218,-0.415037499279,-0.415024865061
19033,8866,1,0.000012633554,0.584962500721,0.584975134275
19033,4433,2,0.000012633554,-0.415037499279,-0.415024865725
19034,18709,1,0.000012632890,0.584962500721,0.584975133612
19034,19196,2,0.000012632890,-0.415037499279,-0.415024866388
19035,8869,1,0.000012632227,0.584962500721,0.584975132948
19035,14276,2,0.000012632227,-0.415037499279,-0.415024867052
19036,18712,1,0.000012631563,0.584962500721,0.584975132284
19036,9356,2,0.000012631563,-0.415037499279,-0.415024867716
19037,8872,1,0.000012630900,0.584962500721,0.584975131621
19037,4436,2,0.000012630900,-0.415037499279,-0.415024868379
19038,18715,1,0.000012630236,0.584962500721,0.584975130957
19038,19199,2,0.000012630236,-0.415037499279,-0.415024869043
19039,8875,1,0.000012629573,0.584962500721,0.584975130294
19039,14279,2,0.000012629573,-0.415037499279,-0.415024869706
19040,18718,1,0.000012628909,0.584962500721,0.584975129631
19040,9359,2,0.000012628909,-0.415037499279,-0.415024870369
19041,8878,1,0.000012628246,0.584962500721,0.584975128967
19041,4439,2,0.000012628246,-0.415037499279,-0.415024871033
19042,18721,1,0.000012627583,0.584962500721,0.584975128304
19042,19202,2,0.000012627583,-0.415037499279,-0.415024871696
19043,8881,1,0.000012626920,0.584962500721,0.584975127641
19043,14282,2,0.000012626920,-0.415037499279,-0.415024872359
19044,18724,1,0.000012626257,0.584962500721,0.584975126978
19044,9362,2,0.000012626257,-0.415037499279,-0.415024873022
19045,8884,1,0.000012625594,0.584962500721,0.584975126315
19045,4442,2,0.000012625594,-0.415037499279,-0.415024873685
19046,18727,1,0.000012624931,0.584962500721,0.584975125652
19046,19205,2,0.000012624931,-0.415037499279,-0.415024874348
19047,8887,1,0.000012624268,0.584962500721,0.584975124989
19047,14285,2,0.000012624268,-0.415037499279,-0.415024875011
19048,18730,1,0.000012623605,0.584962500721,0.584975124326
19048,9365,2,0.000012623605,-0.415037499279,-0.415024875674
19049,8890,1,0.000012622943,0.584962500721,0.584975123664
19049,4445,2,0.000012622943,-0.415037499279,-0.415024876336
19050,18733,1,0.000012622280,0.584962500721,0.584975123001
19050,19208,2,0.000012622280,-0.415037499279,-0.415024876999
19051,8893,1,0.000012621617,0.584962500721,0.584975122339
19051,14288,2,0.000012621617,-0.415037499279,-0.415024877661
19052,18736,1,0.000012620955,0.584962500721,0.584975121676
19052,9368,2,0.000012620955,-0.415037499279,-0.415024878324
19053,8896,1,0.000012620292,0.584962500721,0.584975121014
19053,4448,2,0.000012620292,-0.415037499279,-0.415024878986
19054,18739,1,0.000012619630,0.584962500721,0.584975120351
19054,19211,2,0.000012619630,-0.415037499279,-0.415024879649
19055,8899,1,0.000012618968,0.584962500721,0.584975119689
19055,14291,2,0.000012618968,-0.415037499279,-0.415024880311
19056,18742,1,0.000012618306,0.584962500721,0.584975119027
19056,9371,2,0.000012618306,-0.415037499279,-0.415024880973
19057,8902,1,0.000012617643,0.584962500721,0.584975118365
19057,4451,2,0.000012617643,-0.415037499279,-0.415024881635
19058,18745,1,0.000012616981,0.584962500721,0.584975117703
19058,19214,2,0.000012616981,-0.415037499279,-0.415024882297
19059,8905,1,0.000012616319,0.584962500721,0.584975117040
19059,14294,2,0.000012616319,-0.415037499279,-0.415024882960
19060,18748,1,0.000012615657,0.584962500721,0.584975116379
19060,9374,2,0.000012615657,-0.415037499279,-0.415024883621
19061,8908,1,0.000012614996,0.584962500721,0.584975115717
19061,4454,2,0.000012614996,-0.415037499279,-0.415024884283
19062,18751,1,0.000012614334,0.584962500721,0.584975115055
19062,19217,2,0.000012614334,-0.415037499279,-0.415024884945
19063,8911,1,0.000012613672,0.584962500721,0.584975114393
19063,14297,2,0.000012613672,-0.415037499279,-0.415024885607
19064,18754,1,0.000012613010,0.584962500721,0.584975113731
19064,9377,2,0.000012613010,-0.415037499279,-0.415024886269
19065,8914,1,0.000012612349,0.584962500721,0.584975113070
19065,4457,2,0.000012612349,-0.415037499279,-0.415024886930
19066,18757,1,0.000012611687,0.584962500721,0.584975112408
19066,19220,2,0.000012611687,-0.415037499279,-0.415024887592
19067,8917,1,0.000012611026,0.584962500721,0.584975111747
19067,14300,2,0.000012611026,-0.415037499279,-0.415024888253
19068,18760,1,0.000012610364,0.584962500721,0.584975111086
19068,9380,2,0.000012610364,-0.415037499279,-0.415024888914
19069,8920,1,0.000012609703,0.584962500721,0.584975110424
19069,4460,2,0.000012609703,-0.415037499279,-0.415024889576
19070,18763,1,0.000012609042,0.584962500721,0.584975109763
19070,19223,2,0.000012609042,-0.415037499279,-0.415024890237
19071,8923,1,0.000012608381,0.584962500721,0.584975109102
19071,14303,2,0.000012608381,-0.415037499279,-0.415024890898
19072,18766,1,0.000012607720,0.584962500721,0.584975108441
19072,9383,2,0.000012607720,-0.415037499279,-0.415024891559
19073,8926,1,0.000012607058,0.584962500721,0.584975107780
19073,4463,2,0.000012607058,-0.415037499279,-0.415024892220
19074,18769,1,0.000012606398,0.584962500721,0.584975107119
19074,19226,2,0.000012606398,-0.415037499279,-0.415024892881
19075,8929,1,0.000012605737,0.584962500721,0.584975106458
19075,14306,2,0.000012605737,-0.415037499279,-0.415024893542
19076,18772,1,0.000012605076,0.584962500721,0.584975105797
19076,9386,2,0.000012605076,-0.415037499279,-0.415024894203
19077,8932,1,0.000012604415,0.584962500721,0.584975105136
19077,4466,2,0.000012604415,-0.415037499279,-0.415024894864
