src,dst,kappa,delta,w_raw,w_aug
5187,3890,2,0.000046359840,-0.415037499279,-0.414991139439
5188,17623,1,0.000046350903,0.584962500721,0.585008851624
5188,18653,2,0.000046350903,-0.415037499279,-0.414991148376
5189,7783,1,0.000046341970,0.584962500721,0.585008842691
5189,13733,2,0.000046341970,-0.415037499279,-0.414991157309
5190,17626,1,0.000046333040,0.584962500721,0.585008833761
5190,8813,2,0.000046333040,-0.415037499279,-0.414991166239
5191,7786,1,0.000046324114,0.584962500721,0.585008824835
5191,3893,2,0.000046324114,-0.415037499279,-0.414991175165
5192,17629,1,0.000046315191,0.584962500721,0.585008815912
5192,18656,2,0.000046315191,-0.415037499279,-0.414991184088
5193,7789,1,0.000046306271,0.584962500721,0.585008806993
5193,13736,2,0.000046306271,-0.415037499279,-0.414991193007
5194,17632,1,0.000046297355,0.584962500721,0.585008798077
5194,8816,2,0.000046297355,-0.415037499279,-0.414991201923
5195,7792,1,0.000046288443,0.584962500721,0.585008789164
5195,3896,2,0.000046288443,-0.415037499279,-0.414991210836
5196,17635,1,0.000046279534,0.584962500721,0.585008780255
5196,18659,2,0.000046279534,-0.415037499279,-0.414991219745
5197,7795,1,0.000046270628,0.584962500721,0.585008771349
5197,13739,2,0.000046270628,-0.415037499279,-0.414991228651
5198,17638,1,0.000046261726,0.584962500721,0.585008762447
5198,8819,2,0.000046261726,-0.415037499279,-0.414991237553
5199,7798,1,0.000046252827,0.584962500721,0.585008753548
5199,3899,2,0.000046252827,-0.415037499279,-0.414991246452
5200,17641,1,0.000046243931,0.584962500721,0.585008744652
5200,18662,2,0.000046243931,-0.415037499279,-0.414991255348
5201,7801,1,0.000046235039,0.584962500721,0.585008735760
5201,13742,2,0.000046235039,-0.415037499279,-0.414991264240
5202,17644,1,0.000046226150,0.584962500721,0.585008726872
5202,8822,2,0.000046226150,-0.415037499279,-0.414991273128
5203,7804,1,0.000046217265,0.584962500721,0.585008717986
5203,3902,2,0.000046217265,-0.415037499279,-0.414991282014
5204,17647,1,0.000046208383,0.584962500721,0.585008709105
5204,18665,2,0.000046208383,-0.415037499279,-0.414991290895
5205,7807,1,0.000046199505,0.584962500721,0.585008700226
5205,13745,2,0.000046199505,-0.415037499279,-0.414991299774
5206,17650,1,0.000046190630,0.584962500721,0.585008691351
5206,8825,2,0.000046190630,-0.415037499279,-0.414991308649
5207,7810,1,0.000046181758,0.584962500721,0.585008682480
5207,3905,2,0.000046181758,-0.415037499279,-0.414991317520
5208,17653,1,0.000046172890,0.584962500721,0.585008673611
5208,18668,2,0.000046172890,-0.415037499279,-0.414991326389
5209,7813,1,0.000046164025,0.584962500721,0.585008664747
5209,13748,2,0.000046164025,-0.415037499279,-0.414991335253
5210,17656,1,0.000046155164,0.584962500721,0.585008655885
5210,8828,2,0.000046155164,-0.415037499279,-0.414991344115
5211,7816,1,0.000046146306,0.584962500721,0.585008647027
5211,3908,2,0.000046146306,-0.415037499279,-0.414991352973
5212,17659,1,0.000046137452,0.584962500721,0.585008638173
5212,18671,2,0.000046137452,-0.415037499279,-0.414991361827
5213,7819,1,0.000046128600,0.584962500721,0.585008629322
5213,13751,2,0.000046128600,-0.415037499279,-0.414991370678
5214,17662,1,0.000046119753,0.584962500721,0.585008620474
5214,8831,2,0.000046119753,-0.415037499279,-0.414991379526
5215,7822,1,0.000046110908,0.584962500721,0.585008611629
5215,3911,2,0.000046110908,-0.415037499279,-0.414991388371
5216,17665,1,0.000046102067,0.584962500721,0.585008602788
5216,18674,2,0.000046102067,-0.415037499279,-0.414991397212
5217,7825,1,0.000046093230,0.584962500721,0.585008593951
5217,13754,2,0.000046093230,-0.415037499279,-0.414991406049
5218,17668,1,0.000046084395,0.584962500721,0.585008585117
5218,8834,2,0.000046084395,-0.415037499279,-0.414991414883
5219,7828,1,0.000046075565,0.584962500721,0.585008576286
5219,3914,2,0.000046075565,-0.415037499279,-0.414991423714
5220,17671,1,0.000046066737,0.584962500721,0.585008567458
5220,18677,2,0.000046066737,-0.415037499279,-0.414991432542
5221,7831,1,0.000046057913,0.584962500721,0.585008558634
5221,13757,2,0.000046057913,-0.415037499279,-0.414991441366
5222,17674,1,0.000046049092,0.584962500721,0.585008549814
5222,8837,2,0.000046049092,-0.415037499279,-0.414991450186
5223,7834,1,0.000046040275,0.584962500721,0.585008540996
5223,3917,2,0.000046040275,-0.415037499279,-0.414991459004
5224,17677,1,0.000046031461,0.584962500721,0.585008532182
5224,18680,2,0.000046031461,-0.415037499279,-0.414991467818
5225,7837,1,0.000046022651,0.584962500721,0.585008523372
5225,13760,2,0.000046022651,-0.415037499279,-0.414991476628
5226,17680,1,0.000046013843,0.584962500721,0.585008514565
5226,8840,2,0.000046013843,-0.415037499279,-0.414991485435
5227,7840,1,0.000046005040,0.584962500721,0.585008505761
5227,3920,2,0.000046005040,-0.415037499279,-0.414991494239
5228,17683,1,0.000045996239,0.584962500721,0.585008496960
5228,18683,2,0.000045996239,-0.415037499279,-0.414991503040
5229,7843,1,0.000045987442,0.584962500721,0.585008488163
5229,13763,2,0.000045987442,-0.415037499279,-0.414991511837
5230,17686,1,0.000045978648,0.584962500721,0.585008479370
5230,8843,2,0.000045978648,-0.415037499279,-0.414991520630
5231,7846,1,0.000045969858,0.584962500721,0.585008470579
5231,3923,2,0.000045969858,-0.415037499279,-0.414991529421
5232,17689,1,0.000045961071,0.584962500721,0.585008461792
5232,18686,2,0.000045961071,-0.415037499279,-0.414991538208
5233,7849,1,0.000045952287,0.584962500721,0.585008453009
5233,13766,2,0.000045952287,-0.415037499279,-0.414991546991
5234,17692,1,0.000045943507,0.584962500721,0.585008444228
5234,8846,2,0.000045943507,-0.415037499279,-0.414991555772
5235,7852,1,0.000045934730,0.584962500721,0.585008435451
5235,3926,2,0.000045934730,-0.415037499279,-0.414991564549
5236,17695,1,0.000045925957,0.584962500721,0.585008426678
5236,18689,2,0.000045925957,-0.415037499279,-0.414991573322
5237,7855,1,0.000045917186,0.584962500721,0.585008417908
5237,13769,2,0.000045917186,-0.415037499279,-0.414991582092
5238,17698,1,0.000045908420,0.584962500721,0.585008409141
5238,8849,2,0.000045908420,-0.415037499279,-0.414991590859
5239,7858,1,0.000045899656,0.584962500721,0.585008400377
5239,3929,2,0.000045899656,-0.415037499279,-0.414991599623
5240,17701,1,0.000045890896,0.584962500721,0.585008391617
5240,18692,2,0.000045890896,-0.415037499279,-0.414991608383
5241,7861,1,0.000045882139,0.584962500721,0.585008382860
5241,13772,2,0.000045882139,-0.415037499279,-0.414991617140
5242,17704,1,0.000045873386,0.584962500721,0.585008374107
5242,8852,2,0.000045873386,-0.415037499279,-0.414991625893
5243,7864,1,0.000045864635,0.584962500721,0.585008365357
5243,3932,2,0.000045864635,-0.415037499279,-0.414991634643
5244,17707,1,0.000045855889,0.584962500721,0.585008356610
5244,18695,2,0.000045855889,-0.415037499279,-0.414991643390
5245,7867,1,0.000045847145,0.584962500721,0.585008347866
5245,13775,2,0.000045847145,-0.415037499279,-0.414991652134
5246,17710,1,0.000045838405,0.584962500721,0.585008339126
5246,8855,2,0.000045838405,-0.415037499279,-0.414991660874
5247,7870,1,0.000045829668,0.584962500721,0.585008330389
5247,3935,2,0.000045829668,-0.415037499279,-0.414991669611
5248,17713,1,0.000045820935,0.584962500721,0.585008321656
5248,18698,2,0.000045820935,-0.415037499279,-0.414991678344
5249,7873,1,0.000045812205,0.584962500721,0.585008312926
5249,13778,2,0.000045812205,-0.415037499279,-0.414991687074
5250,17716,1,0.000045803478,0.584962500721,0.585008304199
5250,8858,2,0.000045803478,-0.415037499279,-0.414991695801
5251,7876,1,0.000045794754,0.584962500721,0.585008295475
5251,3938,2,0.000045794754,-0.415037499279,-0.414991704525
5252,17719,1,0.000045786034,0.584962500721,0.585008286755
5252,18701,2,0.000045786034,-0.415037499279,-0.414991713245
5253,7879,1,0.000045777317,0.584962500721,0.585008278038
5253,13781,2,0.000045777317,-0.415037499279,-0.414991721962
5254,17722,1,0.000045768604,0.584962500721,0.585008269325
5254,8861,2,0.000045768604,-0.415037499279,-0.414991730675
5255,7882,1,0.000045759893,0.584962500721,0.585008260615
5255,3941,2,0.000045759893,-0.415037499279,-0.414991739385
5256,17725,1,0.000045751187,0.584962500721,0.585008251908
5256,18704,2,0.000045751187,-0.415037499279,-0.414991748092
5257,7885,1,0.000045742483,0.584962500721,0.585008243204
5257,13784,2,0.000045742483,-0.415037499279,-0.414991756796
5258,17728,1,0.000045733783,0.584962500721,0.585008234504
5258,8864,2,0.000045733783,-0.415037499279,-0.414991765496
5259,7888,1,0.000045725086,0.584962500721,0.585008225807
5259,3944,2,0.000045725086,-0.415037499279,-0.414991774193
5260,17731,1,0.000045716392,0.584962500721,0.585008217113
5260,18707,2,0.000045716392,-0.415037499279,-0.414991782887
5261,7891,1,0.000045707702,0.584962500721,0.585008208423
5261,13787,2,0.000045707702,-0.415037499279,-0.414991791577
5262,17734,1,0.000045699015,0.584962500721,0.585008199736
5262,8867,2,0.000045699015,-0.415037499279,-0.414991800264
5263,7894,1,0.000045690331,0.584962500721,0.585008191052
5263,3947,2,0.000045690331,-0.415037499279,-0.414991808948
5264,17737,1,0.000045681650,0.584962500721,0.585008182372
5264,18710,2,0.000045681650,-0.415037499279,-0.414991817628
5265,7897,1,0.000045672973,0.584962500721,0.585008173694
5265,13790,2,0.000045672973,-0.415037499279,-0.414991826306
5266,17740,1,0.000045664299,0.584962500721,0.585008165020
5266,8870,2,0.000045664299,-0.415037499279,-0.414991834980
5267,7900,1,0.000045655629,0.584962500721,0.585008156350
5267,3950,2,0.000045655629,-0.415037499279,-0.414991843650
5268,17743,1,0.000045646961,0.584962500721,0.585008147683
5268,18713,2,0.000045646961,-0.415037499279,-0.414991852317
5269,7903,1,0.000045638297,0.584962500721,0.585008139019
5269,13793,2,0.000045638297,-0.415037499279,-0.414991860981
5270,17746,1,0.000045629637,0.584962500721,0.585008130358
5270,8873,2,0.000045629637,-0.415037499279,-0.414991869642
5271,7906,1,0.000045620979,0.584962500721,0.585008121701
5271,3953,2,0.000045620979,-0.415037499279,-0.414991878299
5272,17749,1,0.000045612325,0.584962500721,0.585008113046
5272,18716,2,0.000045612325,-0.415037499279,-0.414991886954
5273,7909,1,0.000045603674,0.584962500721,0.585008104396
5273,13796,2,0.000045603674,-0.415037499279,-0.414991895604
5274,17752,1,0.000045595027,0.584962500721,0.585008095748
5274,8876,2,0.000045595027,-0.415037499279,-0.414991904252
5275,7912,1,0.000045586383,0.584962500721,0.585008087104
5275,3956,2,0.000045586383,-0.415037499279,-0.414991912896
5276,17755,1,0.000045577742,0.584962500721,0.585008078463
5276,18719,2,0.000045577742,-0.415037499279,-0.414991921537
5277,7915,1,0.000045569104,0.584962500721,0.585008069825
5277,13799,2,0.000045569104,-0.415037499279,-0.414991930175
5278,17758,1,0.000045560469,0.584962500721,0.585008061190
5278,8879,2,0.000045560469,-0.415037499279,-0.414991938810
5279,7918,1,0.000045551838,0.584962500721,0.585008052559
5279,3959,2,0.000045551838,-0.415037499279,-0.414991947441
5280,17761,1,0.000045543210,0.584962500721,0.585008043931
5280,18722,2,0.000045543210,-0.415037499279,-0.414991956069
5281,7921,1,0.000045534586,0.584962500721,0.585008035307
5281,13802,2,0.000045534586,-0.415037499279,-0.414991964693
5282,17764,1,0.000045525964,0.584962500721,0.585008026685
5282,8882,2,0.000045525964,-0.415037499279,-0.414991973315
5283,7924,1,0.000045517346,0.584962500721,0.585008018067
5283,3962,2,0.000045517346,-0.415037499279,-0.414991981933
5284,17767,1,0.000045508731,0.584962500721,0.585008009452
5284,18725,2,0.000045508731,-0.415037499279,-0.414991990548
5285,7927,1,0.000045500120,0.584962500721,0.585008000841
5285,13805,2,0.000045500120,-0.415037499279,-0.414991999159
5286,17770,1,0.000045491511,0.584962500721,0.585007992232
5286,8885,2,0.000045491511,-0.415037499279,-0.414992007768
5287,7930,1,0.000045482906,0.584962500721,0.585007983627
5287,3965,2,0.000045482906,-0.415037499279,-0.414992016373
5288,17773,1,0.000045474304,0.584962500721,0.585007975025
5288,18728,2,0.000045474304,-0.415037499279,-0.414992024975
5289,7933,1,0.000045465706,0.584962500721,0.585007966427
5289,13808,2,0.000045465706,-0.415037499279,-0.414992033573
5290,17776,1,0.000045457110,0.584962500721,0.585007957832
5290,8888,2,0.000045457110,-0.415037499279,-0.414992042168
5291,7936,1,0.000045448518,0.584962500721,0.585007949239
5291,3968,2,0.000045448518,-0.415037499279,-0.414992050761
5292,17779,1,0.000045439929,0.584962500721,0.585007940651
5292,18731,2,0.000045439929,-0.415037499279,-0.414992059349
5293,7939,1,0.000045431344,0.584962500721,0.585007932065
5293,13811,2,0.000045431344,-0.415037499279,-0.414992067935
5294,17782,1,0.000045422762,0.584962500721,0.585007923483
5294,8891,2,0.000045422762,-0.415037499279,-0.414992076517
5295,7942,1,0.000045414182,0.584962500721,0.585007914904
5295,3971,2,0.000045414182,-0.415037499279,-0.414992085096
5296,17785,1,0.000045405607,0.584962500721,0.585007906328
5296,18734,2,0.000045405607,-0.415037499279,-0.414992093672
5297,7945,1,0.000045397034,0.584962500721,0.585007897755
5297,13814,2,0.000045397034,-0.415037499279,-0.414992102245
5298,17788,1,0.000045388465,0.584962500721,0.585007889186
5298,8894,2,0.000045388465,-0.415037499279,-0.414992110814
5299,7948,1,0.000045379898,0.584962500721,0.585007880620
5299,3974,2,0.000045379898,-0.415037499279,-0.414992119380
5300,17791,1,0.000045371336,0.584962500721,0.585007872057
5300,18737,2,0.000045371336,-0.415037499279,-0.414992127943
5301,7951,1,0.000045362776,0.584962500721,0.585007863497
5301,13817,2,0.000045362776,-0.415037499279,-0.414992136503
5302,17794,1,0.000045354219,0.584962500721,0.585007854941
5302,8897,2,0.000045354219,-0.415037499279,-0.414992145059
5303,7954,1,0.000045345666,0.584962500721,0.585007846387
5303,3977,2,0.000045345666,-0.415037499279,-0.414992153613
5304,17797,1,0.000045337116,0.584962500721,0.585007837837
5304,18740,2,0.000045337116,-0.415037499279,-0.414992162163
5305,7957,1,0.000045328569,0.584962500721,0.585007829291
5305,13820,2,0.000045328569,-0.415037499279,-0.414992170709
5306,17800,1,0.000045320026,0.584962500721,0.585007820747
5306,8900,2,0.000045320026,-0.415037499279,-0.414992179253
5307,7960,1,0.000045311485,0.584962500721,0.585007812207
5307,3980,2,0.000045311485,-0.415037499279,-0.414992187793
5308,17803,1,0.000045302948,0.584962500721,0.585007803669
5308,18743,2,0.000045302948,-0.415037499279,-0.414992196331
5309,7963,1,0.000045294414,0.584962500721,0.585007795136
5309,13823,2,0.000045294414,-0.415037499279,-0.414992204864
5310,17806,1,0.000045285884,0.584962500721,0.585007786605
5310,8903,2,0.000045285884,-0.415037499279,-0.414992213395
5311,7966,1,0.000045277356,0.584962500721,0.585007778077
5311,3983,2,0.000045277356,-0.415037499279,-0.414992221923
5312,17809,1,0.000045268832,0.584962500721,0.585007769553
5312,18746,2,0.000045268832,-0.415037499279,-0.414992230447
5313,7969,1,0.000045260311,0.584962500721,0.585007761032
5313,13826,2,0.000045260311,-0.415037499279,-0.414992238968
5314,17812,1,0.000045251793,0.584962500721,0.585007752514
5314,8906,2,0.000045251793,-0.415037499279,-0.414992247486
5315,7972,1,0.000045243278,0.584962500721,0.585007744000
5315,3986,2,0.000045243278,-0.415037499279,-0.414992256000
5316,17815,1,0.000045234767,0.584962500721,0.585007735488
5316,18749,2,0.000045234767,-0.415037499279,-0.414992264512
5317,7975,1,0.000045226259,0.584962500721,0.585007726980
5317,13829,2,0.000045226259,-0.415037499279,-0.414992273020
5318,17818,1,0.000045217754,0.584962500721,0.585007718475
5318,8909,2,0.000045217754,-0.415037499279,-0.414992281525
5319,7978,1,0.000045209252,0.584962500721,0.585007709973
5319,3989,2,0.000045209252,-0.415037499279,-0.414992290027
5320,17821,1,0.000045200753,0.584962500721,0.585007701474
5320,18752,2,0.000045200753,-0.415037499279,-0.414992298526
5321,7981,1,0.000045192258,0.584962500721,0.585007692979
5321,13832,2,0.000045192258,-0.415037499279,-0.414992307021
5322,17824,1,0.000045183766,0.584962500721,0.585007684487
5322,8912,2,0.000045183766,-0.415037499279,-0.414992315513
5323,7984,1,0.000045175276,0.584962500721,0.585007675998
5323,3992,2,0.000045175276,-0.415037499279,-0.414992324002
5324,17827,1,0.000045166791,0.584962500721,0.585007667512
5324,18755,2,0.000045166791,-0.415037499279,-0.414992332488
5325,7987,1,0.000045158308,0.584962500721,0.585007659029
5325,13835,2,0.000045158308,-0.415037499279,-0.414992340971
5326,17830,1,0.000045149828,0.584962500721,0.585007650550
5326,8915,2,0.000045149828,-0.415037499279,-0.414992349450
5327,7990,1,0.000045141352,0.584962500721,0.585007642073
5327,3995,2,0.000045141352,-0.415037499279,-0.414992357927
5328,17833,1,0.000045132879,0.584962500721,0.585007633600
5328,18758,2,0.000045132879,-0.415037499279,-0.414992366400
5329,7993,1,0.000045124409,0.584962500721,0.585007625130
5329,13838,2,0.000045124409,-0.415037499279,-0.414992374870
5330,17836,1,0.000045115942,0.584962500721,0.585007616663
5330,8918,2,0.000045115942,-0.415037499279,-0.414992383337
5331,7996,1,0.000045107479,0.584962500721,0.585007608200
5331,3998,2,0.000045107479,-0.415037499279,-0.414992391800
5332,17839,1,0.000045099018,0.584962500721,0.585007599739
5332,18761,2,0.000045099018,-0.415037499279,-0.414992400261
5333,7999,1,0.000045090561,0.584962500721,0.585007591282
5333,13841,2,0.000045090561,-0.415037499279,-0.414992408718
5334,17842,1,0.000045082107,0.584962500721,0.585007582828
5334,8921,2,0.000045082107,-0.415037499279,-0.414992417172
5335,8002,1,0.000045073656,0.584962500721,0.585007574377
5335,4001,2,0.000045073656,-0.415037499279,-0.414992425623
5336,17845,1,0.000045065208,0.584962500721,0.585007565929
5336,18764,2,0.000045065208,-0.415037499279,-0.414992434071
5337,8005,1,0.000045056764,0.584962500721,0.585007557485
5337,13844,2,0.000045056764,-0.415037499279,-0.414992442515
5338,17848,1,0.000045048322,0.584962500721,0.585007549043
5338,8924,2,0.000045048322,-0.415037499279,-0.414992450957
5339,8008,1,0.000045039884,0.584962500721,0.585007540605
5339,4004,2,0.000045039884,-0.415037499279,-0.414992459395
5340,17851,1,0.000045031449,0.584962500721,0.585007532170
5340,18767,2,0.000045031449,-0.415037499279,-0.414992467830
5341,8011,1,0.000045023017,0.584962500721,0.585007523738
5341,13847,2,0.000045023017,-0.415037499279,-0.414992476262
5342,17854,1,0.000045014588,0.584962500721,0.585007515309
5342,8927,2,0.000045014588,-0.415037499279,-0.414992484691
5343,8014,1,0.000045006162,0.584962500721,0.585007506884
5343,4007,2,0.000045006162,-0.415037499279,-0.414992493116
5344,17857,1,0.000044997740,0.584962500721,0.585007498461
5344,18770,2,0.000044997740,-0.415037499279,-0.414992501539
5345,8017,1,0.000044989321,0.584962500721,0.585007490042
5345,13850,2,0.000044989321,-0.415037499279,-0.414992509958
5346,17860,1,0.000044980905,0.584962500721,0.585007481626
5346,8930,2,0.000044980905,-0.415037499279,-0.414992518374
5347,8020,1,0.000044972491,0.584962500721,0.585007473213
5347,4010,2,0.000044972491,-0.415037499279,-0.414992526787
5348,17863,1,0.000044964082,0.584962500721,0.585007464803
5348,18773,2,0.000044964082,-0.415037499279,-0.414992535197
5349,8023,1,0.000044955675,0.584962500721,0.585007456396
5349,13853,2,0.000044955675,-0.415037499279,-0.414992543604
5350,17866,1,0.000044947271,0.584962500721,0.585007447992
5350,8933,2,0.000044947271,-0.415037499279,-0.414992552008
5351,8026,1,0.000044938871,0.584962500721,0.585007439592
5351,4013,2,0.000044938871,-0.415037499279,-0.414992560408
5352,17869,1,0.000044930474,0.584962500721,0.585007431195
5352,18776,2,0.000044930474,-0.415037499279,-0.414992568805
5353,8029,1,0.000044922079,0.584962500721,0.585007422801
5353,13856,2,0.000044922079,-0.415037499279,-0.414992577199
5354,17872,1,0.000044913688,0.584962500721,0.585007414410
5354,8936,2,0.000044913688,-0.415037499279,-0.414992585590
5355,8032,1,0.000044905300,0.584962500721,0.585007406022
5355,4016,2,0.000044905300,-0.415037499279,-0.414992593978
5356,17875,1,0.000044896916,0.584962500721,0.585007397637
5356,18779,2,0.000044896916,-0.415037499279,-0.414992602363
5357,8035,1,0.000044888534,0.584962500721,0.585007389255
5357,13859,2,0.000044888534,-0.415037499279,-0.414992610745
5358,17878,1,0.000044880156,0.584962500721,0.585007380877
5358,8939,2,0.000044880156,-0.415037499279,-0.414992619123
5359,8038,1,0.000044871780,0.584962500721,0.585007372501
5359,4019,2,0.000044871780,-0.415037499279,-0.414992627499
5360,17881,1,0.000044863408,0.584962500721,0.585007364129
5360,18782,2,0.000044863408,-0.415037499279,-0.414992635871
5361,8041,1,0.000044855039,0.584962500721,0.585007355760
5361,13862,2,0.000044855039,-0.415037499279,-0.414992644240
5362,17884,1,0.000044846673,0.584962500721,0.585007347394
5362,8942,2,0.000044846673,-0.415037499279,-0.414992652606
5363,8044,1,0.000044838310,0.584962500721,0.585007339031
5363,4022,2,0.000044838310,-0.415037499279,-0.414992660969
5364,17887,1,0.000044829950,0.584962500721,0.585007330671
5364,18785,2,0.000044829950,-0.415037499279,-0.414992669329
5365,8047,1,0.000044821594,0.584962500721,0.585007322315
5365,13865,2,0.000044821594,-0.415037499279,-0.414992677685
5366,17890,1,0.000044813240,0.584962500721,0.585007313961
5366,8945,2,0.000044813240,-0.415037499279,-0.414992686039
5367,8050,1,0.000044804890,0.584962500721,0.585007305611
5367,4025,2,0.000044804890,-0.415037499279,-0.414992694389
5368,17893,1,0.000044796542,0.584962500721,0.585007297263
5368,18788,2,0.000044796542,-0.415037499279,-0.414992702737
5369,8053,1,0.000044788198,0.584962500721,0.585007288919
5369,13868,2,0.000044788198,-0.415037499279,-0.414992711081
5370,17896,1,0.000044779857,0.584962500721,0.585007280578
5370,8948,2,0.000044779857,-0.415037499279,-0.414992719422
5371,8056,1,0.000044771519,0.584962500721,0.585007272240
5371,4028,2,0.000044771519,-0.415037499279,-0.414992727760
5372,17899,1,0.000044763184,0.584962500721,0.585007263905
5372,18791,2,0.000044763184,-0.415037499279,-0.414992736095
5373,8059,1,0.000044754852,0.584962500721,0.585007255573
5373,13871,2,0.000044754852,-0.415037499279,-0.414992744427
5374,17902,1,0.000044746524,0.584962500721,0.585007247245
5374,8951,2,0.000044746524,-0.415037499279,-0.414992752755
5375,8062,1,0.000044738198,0.584962500721,0.585007238919
5375,4031,2,0.000044738198,-0.415037499279,-0.414992761081
5376,17905,1,0.000044729876,0.584962500721,0.585007230597
5376,18794,2,0.000044729876,-0.415037499279,-0.414992769403
5377,8065,1,0.000044721556,0.584962500721,0.585007222277
5377,13874,2,0.000044721556,-0.415037499279,-0.414992777723
5378,17908,1,0.000044713240,0.584962500721,0.585007213961
5378,8954,2,0.000044713240,-0.415037499279,-0.414992786039
5379,8068,1,0.000044704927,0.584962500721,0.585007205648
5379,4034,2,0.000044704927,-0.415037499279,-0.414992794352
5380,17911,1,0.000044696617,0.584962500721,0.585007197338
5380,18797,2,0.000044696617,-0.415037499279,-0.414992802662
5381,8071,1,0.000044688310,0.584962500721,0.585007189031
5381,13877,2,0.000044688310,-0.415037499279,-0.414992810969
5382,17914,1,0.000044680006,0.584962500721,0.585007180727
5382,8957,2,0.000044680006,-0.415037499279,-0.414992819273
5383,8074,1,0.000044671705,0.584962500721,0.585007172426
5383,4037,2,0.000044671705,-0.415037499279,-0.414992827574
5384,17917,1,0.000044663407,0.584962500721,0.585007164128
5384,18800,2,0.000044663407,-0.415037499279,-0.414992835872
5385,8077,1,0.000044655112,0.584962500721,0.585007155833
5385,13880,2,0.000044655112,-0.415037499279,-0.414992844167
5386,17920,1,0.000044646821,0.584962500721,0.585007147542
5386,8960,2,0.000044646821,-0.415037499279,-0.414992852458
5387,8080,1,0.000044638532,0.584962500721,0.585007139253
5387,4040,2,0.000044638532,-0.415037499279,-0.414992860747
5388,17923,1,0.000044630247,0.584962500721,0.585007130968
5388,18803,2,0.000044630247,-0.415037499279,-0.414992869032
5389,8083,1,0.000044621964,0.584962500721,0.585007122686
5389,13883,2,0.000044621964,-0.415037499279,-0.414992877314
5390,17926,1,0.000044613685,0.584962500721,0.585007114406
5390,8963,2,0.000044613685,-0.415037499279,-0.414992885594
5391,8086,1,0.000044605409,0.584962500721,0.585007106130
5391,4043,2,0.000044605409,-0.415037499279,-0.414992893870
5392,17929,1,0.000044597136,0.584962500721,0.585007097857
5392,18806,2,0.000044597136,-0.415037499279,-0.414992902143
5393,8089,1,0.000044588866,0.584962500721,0.585007089587
5393,13886,2,0.000044588866,-0.415037499279,-0.414992910413
5394,17932,1,0.000044580599,0.584962500721,0.585007081320
5394,8966,2,0.000044580599,-0.415037499279,-0.414992918680
5395,8092,1,0.000044572335,0.584962500721,0.585007073056
5395,4046,2,0.000044572335,-0.415037499279,-0.414992926944
5396,17935,1,0.000044564074,0.584962500721,0.585007064795
5396,18809,2,0.000044564074,-0.415037499279,-0.414992935205
5397,8095,1,0.000044555816,0.584962500721,0.585007056537
5397,13889,2,0.000044555816,-0.415037499279,-0.414992943463
5398,17938,1,0.000044547561,0.584962500721,0.585007048282
5398,8969,2,0.000044547561,-0.415037499279,-0.414992951718
5399,8098,1,0.000044539309,0.584962500721,0.585007040031
5399,4049,2,0.000044539309,-0.415037499279,-0.414992959969
5400,17941,1,0.000044531061,0.584962500721,0.585007031782
5400,18812,2,0.000044531061,-0.415037499279,-0.414992968218
5401,8101,1,0.000044522815,0.584962500721,0.585007023536
5401,13892,2,0.000044522815,-0.415037499279,-0.414992976464
5402,17944,1,0.000044514573,0.584962500721,0.585007015294
5402,8972,2,0.000044514573,-0.415037499279,-0.414992984706
5403,8104,1,0.000044506333,0.584962500721,0.585007007054
5403,4052,2,0.000044506333,-0.415037499279,-0.414992992946
5404,17947,1,0.000044498097,0.584962500721,0.585006998818
5404,18815,2,0.000044498097,-0.415037499279,-0.414993001182
5405,8107,1,0.000044489863,0.584962500721,0.585006990584
5405,13895,2,0.000044489863,-0.415037499279,-0.414993009416
5406,17950,1,0.000044481633,0.584962500721,0.585006982354
5406,8975,2,0.000044481633,-0.415037499279,-0.414993017646
5407,8110,1,0.000044473406,0.584962500721,0.585006974127
5407,4055,2,0.000044473406,-0.415037499279,-0.414993025873
5408,17953,1,0.000044465181,0.584962500721,0.585006965902
5408,18818,2,0.000044465181,-0.415037499279,-0.414993034098
5409,8113,1,0.000044456960,0.584962500721,0.585006957681
5409,13898,2,0.000044456960,-0.415037499279,-0.414993042319
5410,17956,1,0.000044448742,0.584962500721,0.585006949463
5410,8978,2,0.000044448742,-0.415037499279,-0.414993050537
5411,8116,1,0.000044440527,0.584962500721,0.585006941248
5411,4058,2,0.000044440527,-0.415037499279,-0.414993058752
5412,17959,1,0.000044432315,0.584962500721,0.585006933036
5412,18821,2,0.000044432315,-0.415037499279,-0.414993066964
5413,8119,1,0.000044424106,0.584962500721,0.585006924827
5413,13901,2,0.000044424106,-0.415037499279,-0.414993075173
5414,17962,1,0.000044415900,0.584962500721,0.585006916621
5414,8981,2,0.000044415900,-0.415037499279,-0.414993083379
5415,8122,1,0.000044407697,0.584962500721,0.585006908418
5415,4061,2,0.000044407697,-0.415037499279,-0.414993091582
5416,17965,1,0.000044399497,0.584962500721,0.585006900218
5416,18824,2,0.000044399497,-0.415037499279,-0.414993099782
5417,8125,1,0.000044391300,0.584962500721,0.585006892021
5417,13904,2,0.000044391300,-0.415037499279,-0.414993107979
5418,17968,1,0.000044383106,0.584962500721,0.585006883827
5418,8984,2,0.000044383106,-0.415037499279,-0.414993116173
5419,8128,1,0.000044374915,0.584962500721,0.585006875636
5419,4064,2,0.000044374915,-0.415037499279,-0.414993124364
